인허가등록번호,등록일자,공연장명칭,공연장소재지(지번),전화번호,객석수,상태구분,영업상태,폐업일자,휴업시작일자,휴업종료일자
23000-0997-000001,9970808,서울극장(8관),서울특별시 종로구 관수동  59번지 7호  ,2277-3014,,1,영업중,,,
23000-1989-000001,19890310,동숭아트센타,서울특별시 종로구 동숭동  1번지 5호  ,766-3390,453,3,폐업,20180430,,
23000-1993-000001,19930513,두산아트센터 연강홀,서울특별시 종로구 연지동  270번지  ,708-5003,620,1,영업중,,,
23000-2002-000005,20021128,아르코예술극장대극장,서울특별시 종로구 동숭동  1번지 111호  한국문예회관,02-3668-0007,600,1,영업중,,,
23000-2002-000006,20021129,아르코예술극장소극장,서울특별시 종로구 동숭동  1번지 111호  한국문예회관,02-3668-0007,110,1,영업중,,,
23000-2002-000007,20021211,소극장,서울특별시 종로구 동숭동  1번지 5호  ,766-3390,150,3,폐업,20180430,,
23000-2002-000008,20021211,동숭홀,서울특별시 종로구 동숭동  1번지 5호  ,766-3390,,3,폐업,20180430,,
23000-2002-000009,20021217,극단 연단,서울특별시 종로구 연건동  132번지 1호  ,747-6742,,1,영업중,,,
23000-2002-000010,20021223,종로구민회관 대강당,서울특별시 종로구 창신동  222번지 8호  ,3672-2530,456,1,영업중,,,
23000-2002-000011,20021227,정보소극장,서울특별시 종로구 동숭동  1번지 81호  ,3673-0555,98,3,폐업,20190729,,
23000-2002-000012,20021231,대학로극장,서울특별시 종로구 연건동  178번지 1호  ,745-2678,150,3,폐업,20161221,,
23000-2002-000013,20021231,청운예술극장,서울특별시 종로구 연건동  178번지 1호  ,,140,3,폐업,20190411,,
23000-2002-000014,20021231,단막극장,서울특별시 종로구 동숭동  12번지 8호  ,765-1544,100,1,영업중,,,
23000-2002-000015,20021231,극단연우무대,서울특별시 종로구 혜화동  53번지 9호  다림빌딩 지하,744-7090,100,1,영업중,,,
23000-2002-000016,20021231,금호아트홀,서울특별시 종로구 신문로1가  57번지 0호  ,6303-1919,390,1,영업중,,,
23000-2002-000017,20021231,부암아트홀,서울특별시 종로구 부암동  208번지 71호  ,391-9631,200,1,영업중,,,
23000-2002-000018,20021231,인켈아트홀 1관,서울특별시 종로구 명륜2가  41번지 4호  ,741-0251,240,1,영업중,,,
23000-2002-000019,20021231,인켈아트홀 2관,서울특별시 종로구 명륜2가  41번지 4호  ,741-0251,150,1,영업중,,,
23000-2002-000020,20021231,극단 아룽구지,서울특별시 종로구 동숭동  1번지 54호  ,745-3966,142,1,영업중,,,
23000-2002-000021,20021231,소극장아리랑,서울특별시 종로구 동숭동  1번지 153호  ,741-5332,120,3,폐업,20150626,,
23000-2003-000001,20030106,국민생활관소극장,서울특별시 종로구 혜화동  1번지 21호  구민생활관,745-6704,,1,영업중,,,
23000-2003-000002,20030106,대학로라이브극장,서울특별시 종로구 동숭동  1번지 94호  광장빌딩,744-6700,,1,영업중,,,
23000-2003-000003,20030106,바탕골소극장,서울특별시 종로구 동숭동  1번지 60호  ,744-8025,,3,폐업,20050414,,
23000-2003-000004,20030106,금호리싸이트홀,서울특별시 종로구 사간동  78번지 0호  ,720-5114,,3,폐업,20060330,,
23000-2003-000005,20030106,소극장 혜화당,서울특별시 종로구 동숭동  1번지 89호  ,766-2072,100,1,영업중,,,
23000-2003-000006,20030106,하늘땅소극장,서울특별시 종로구 동숭동  1번지 141호  ,747-4222,,1,영업중,,,
23000-2003-000007,20030106,아티스탄홀,서울특별시 종로구 동숭동  1번지 35호  ,2207-8227,299,1,영업중,,,
23000-2003-000008,20030106,소극장축제,서울특별시 종로구 명륜4가  111번지 2호  ,741-3934,103,3,폐업,20171229,,
23000-2003-000009,20030106,샘터파랑새극장,서울특별시 종로구 동숭동  1번지 115호  ,763-8969,160,1,영업중,,,
23000-2003-000010,20030106,열린극장,서울특별시 종로구 명륜2가  21번지 18호  ,743-6474,150,1,영업중,,,
23000-2003-000011,20030106,스튜디오 76,서울특별시 종로구 동숭동  187번지 12호  ,766-1717,173,1,영업중,,,
23000-2003-000012,20030106,세종체임버홀,서울특별시 종로구 세종로  81번지 3호  ,399-1700,443,1,영업중,,,
23000-2003-000013,20030106,세종M씨어터,서울특별시 종로구 세종로  81번지 3호  ,399-1617,609,1,영업중,,,
23000-2003-000014,20030106,세종문화회관대극장,서울특별시 종로구 세종로  81번지 3호  ,399-1700,3022,1,영업중,,,
23000-2003-000015,20030115,상상Art Blue,서울특별시 종로구 동숭동  1번지 42호  ,747-4565,100,3,폐업,20161114,,
23000-2003-000016,20030127,학전그린소극장,서울특별시 종로구 동숭동  1번지 8  호  ,763-8233,,1,영업중,,,
23000-2003-000017,20030127,학전블루소극장,서울특별시 종로구 동숭동  1번지 79 호  ,763-8233,194,1,영업중,,,
23000-2003-000018,20030327,틴틴홀,서울특별시 종로구 동숭동  1번지 97호  ,745-5570,244,1,영업중,,,
23000-2003-000019,20030818,세종델라구아다홀,서울특별시 종로구 세종로  81번지 3호  ,,147,1,영업중,,,
23000-2003-000020,20030818,세우아트센타,서울특별시 종로구 동숭동  1번지 86호  ,2248-1234,168,1,영업중,,,
23000-2003-000021,20030821,행복한극장,서울특별시 종로구 동숭동  1번지 133호  동원월드빌 지하1층,747-2090,146,1,영업중,,,
23000-2004-000001,20040305,예술극장 나무와물,서울특별시 종로구 명륜2가  8번지 1호  지하1층,02)766-2124,154,1,영업중,,,
23000-2004-000002,20040318,큐씨어터,서울특별시 종로구 동숭동  1번지 74호  ,741-9700,250,3,폐업,20170110,,
23000-2004-000003,20040401,콘텐츠박스,서울특별시 종로구 동숭동  1번지 145호  ,763-1268,196,1,영업중,,,
23000-2004-000004,20040428,대학로 티오엠1관,서울특별시 종로구 동숭동  1번지 75호  ,745-1987,353,1,영업중,,,
23000-2004-000005,20040616,갈갈이홀,서울특별시 종로구 동숭동  1번지 100호  ,741-1011,171,3,폐업,20171207,,
23000-2004-000006,20040618,탑아트홀,서울특별시 종로구 동숭동  1번지 150호  ,747-3066,180,3,폐업,20070124,,
23000-2004-000007,20040629,알과핵소극장,서울특별시 종로구 동숭동  1번지 140호  ,766-8833,177,1,영업중,,,
23000-2004-000008,20041029,상명아트홀1관,서울특별시 종로구 동숭동  1번지 38호  지층,744-1394,163,3,폐업,20190902,,
23000-2004-000009,20041203,상상나눔씨어터,서울특별시 종로구 동숭동  187번지 8   호  지하1층,,198,1,영업중,,,
23000-2005-000001,20050517,피엠씨대학로자유극장,서울특별시 종로구 동숭동  1번지 45  호  자유빌딩 지2층,,271,1,영업중,,,
23000-2005-000002,20050818,대학로우리극장,서울특별시 종로구 동숭동  1번지 58호  ,745-0308,175,1,영업중,,,
23000-2005-000003,20051010,신연아트홀,서울특별시 종로구 동숭동  1번지  37 지하1층,3676-0282,162,3,폐업,20180102,,
23000-2005-000004,20051028,아트선재센터,서울특별시 종로구 소격동  144번지 2호  지하1층,733-8945,238,1,영업중,,,
23000-2005-000005,20051104,점프전용관,서울특별시 종로구 관철동  33번지 1호  지하2층,722-1770,,1,영업중,,,
23000-2005-000006,20051208,제이티앤 아트홀(JTN ART HALL) 4관,서울특별시 종로구 이화동  139번지  대학로 JTN아트홀,,232,1,영업중,,,
23000-2006-000001,20060407,제이티앤 아트홀(JTN ART HALL) 1관,서울특별시 종로구 이화동  139번지  예술마당,747-2117,276,1,영업중,,,
23000-2006-000002,20060407,제이티앤 아트홀(JTN ART HALL) 2관,서울특별시 종로구 이화동  139번지  예술마당,747-2117,230,1,영업중,,,
23000-2006-000003,20060508,제이티앤 아트홀(JTN ART HALL) 3관,서울특별시 종로구 이화동  139번지  대학로 JTN아트홀,,230,1,영업중,,,
23000-2006-000004,20060509,문호아트홀,서울특별시 종로구 신문로1가  57번지  3층,6303-1919,210,1,영업중,,,
23000-2006-000005,20060524,김동수플레이하우스,서울특별시 종로구 연건동  178번지 1   호  지하1층,3675-4675,170,1,영업중,,,
23000-2006-000006,20060726,컬투홀2관감동관,서울특별시 종로구 동숭동  1번지 33호  5층,,132,3,폐업,20080331,,
23000-2007-000001,20070321,동양예술극장 3관,서울특별시 종로구 혜화동  163번지 24호  동양예술극장,02-743-4667,162,1,영업중,,,
23000-2007-000002,20070321,동양예술극장 2관,서울특별시 종로구 혜화동  163번지 24호  동양예술극장,02-743-4667,223,1,영업중,,,
23000-2007-000003,20070321,동양예술극장 1관,서울특별시 종로구 혜화동  163번지 24호  동양예술극장,02-743-4667,245,1,영업중,,,
23000-2007-000004,20070413,전통문화예술공연장,서울특별시 종로구 견지동  27번지 11호  한국불교역사문화기념관 지하2층,2011-1997,333,1,영업중,,,
23000-2007-000005,20070426,대학로 티오엠2관,서울특별시 종로구 동숭동  1번지 75호  대학로문화공간 지하3층,,249,1,영업중,,,
23000-2007-000006,20070426,열림홀,서울특별시 종로구 연지동  136번지 25호  연동교회문화복지관 지하2층,763-7277,143,1,영업중,,,
23000-2007-000007,20070531,서울콘서트홀,서울특별시 종로구 동숭동  1번지 96호  지하1층,745-5570,230,3,폐업,20171220,,
23000-2007-000008,20070830,광화문아트홀,서울특별시 종로구 사직동  284번지 1호  ,,370,1,영업중,,,
23000-2007-000009,20070928,두산아트센터 Space111,서울특별시 종로구 연지동  270번지  연강빌딩,708-5001,300,1,영업중,,,
23000-2007-000010,20071024,소극장 모시는 사람들,서울특별시 종로구 혜화동  74번지 38호  ,741-6487,104,1,영업중,,,
23000-2007-000011,20071213,브레이크아웃 전용극장,서울특별시 종로구 관철동  33번지 1호  ,747-0366,382,1,영업중,,,
23000-2007-000012,20071220,선돌극장,서울특별시 종로구 명륜1가  46번지 11  호  ,,130,1,영업중,,,
23000-2008-000001,20080417,나온씨어터,서울특별시 종로구 명륜1가  36번지 4호  지하1층,,116,1,영업중,,,
23000-2008-000002,20080530,우리열린극장,서울특별시 종로구 낙원동  284번지 6호  ,3676-7616,388,1,영업중,,,
23000-2008-000003,20081128,대학로예술극장 대극장,서울특별시 종로구 동숭동  1번지 67호  2층~4층,02-3668-0007,504,1,영업중,,,
23000-2008-000004,20081128,대학로예술극장소극장,서울특별시 종로구 동숭동  1번지 67호  지하2.3층,02-3668-0007,132,1,영업중,,,
23000-2009-000001,20090213,CJ아지트(대학로),서울특별시 종로구 동숭동  1번지 92호  지하1층2층,744-6700,190,1,영업중,,,
23000-2009-000002,20090914,대학로예술극장3관,서울특별시 종로구 동숭동  187번지 8호  지하1층,02-3668-0029,184,3,폐업,20170516,,
23000-2009-000003,20091211,대학로 아트원씨어터 1관,서울특별시 종로구 동숭동  1번지 181호  지하 12층,743-0181,393,1,영업중,,,
23000-2009-000004,20091211,대학로 아트원씨어터 2관,서울특별시 종로구 동숭동  1번지 181호  34층,762-0010,293,1,영업중,,,
23000-2010-000001,20100120,하다소극장,서울특별시 종로구 연지동   기독교회관 지하층,02)747-8400,138,3,폐업,20101203,,
23000-2010-000002,20100504,한양레퍼토리씨어터,서울특별시 종로구 혜화동  185번지  중원빌딩,02-3672-8070,191,C,,,,
23000-2010-000003,20100827,북촌아트홀,서울특별시 종로구 원서동  157번지 1호  지하1층,02)988-2258,160,1,영업중,,,
23000-2010-000004,20100920,Ground-SYN(그라운드 씬),서울특별시 종로구 명륜1가  5번지  B3~B4층,02)3676-2352,201,1,영업중,,,
23000-2010-000005,20101103,바탕골소극장 2관,서울특별시 종로구 동숭동  1번지 60호  지하1층~지하2층,02)747-2072,232,1,영업중,,,
23000-2010-000006,20101124,컬처스페이스 엔유(Culture Space nu),서울특별시 종로구 동숭동  1번지 144호  ,,314,1,영업중,,,
23000-2010-000007,20101206,대학로바탕골소극장,서울특별시 종로구 동숭동  1번지 60호  대학로 바탕골 5층,742-4668,190,1,영업중,,,
23000-2011-000001,20110504,샘터파랑새극장2관,서울특별시 종로구 동숭동  1번지 115호  지하2층~지하3층,02)742-2071,143,1,영업중,,,
23000-2011-000002,20110609,게릴라극장,서울특별시 종로구 혜화동  15번지 29호  ,02)763-1268,75,3,폐업,20180207,,
23000-2011-000003,20110621,피카소 소극장,서울특별시 종로구 명륜4가  69번지 1호  지하1층,02)3672-7971,85,3,폐업,20150910,,
23000-2011-000004,20110721,대학로스타시티 후암스테이지,서울특별시 종로구 명륜4가  113번지 1호  대학로스타시티빌딩 지하2층,747-9139,115,1,영업중,,,
23000-2011-000005,20110721,후암스테이지 2관,서울특별시 종로구 명륜4가  113번지 1호  대학로스타시티빌딩 지하1층,02)747-9139,160,1,영업중,,,
23000-2011-000006,20110721,후암스테이지 1관,서울특별시 종로구 명륜4가  113번지 1호  대학로스타시티빌딩 7층,747-9139,209,1,영업중,,,
23000-2011-000007,20110728,동덕 코튼홀,서울특별시 종로구 동숭동  1번지 6호  ,02-940-4578,401,1,영업중,,,
23000-2011-000008,20110908,파라디소,서울특별시 종로구 연지동   기독교회관 지하층,764-2897,138,3,폐업,20161206,,
23000-2011-000009,20110926,소극장 극단적인사람들,서울특별시 종로구 명륜2가  8번지 29호  2층,,70,3,폐업,20121123,,
23000-2011-000010,20111004,마로니에극장,서울특별시 종로구 동숭동  130번지 47호  ,02-764-0686,100,1,영업중,,,
23000-2011-000011,20111013,북촌나래홀,서울특별시 종로구 원서동  174번지  ,,100,1,영업중,,,
23000-2011-000012,20111026,대학로아트원씨어터3관,서울특별시 종로구 동숭동  1번지 181호  ,762-0010,165,1,영업중,,,
23000-2011-000013,20111219,소리아트홀3관,서울특별시 종로구 혜화동  90번지 18호  ,766-2022,155,3,폐업,20160630,,
23000-2011-000014,20111219,소리아트홀1관,서울특별시 종로구 혜화동  90번지 18호  ,766-2022,199,3,폐업,20160630,,
23000-2011-000015,20111219,소리아트홀2관,서울특별시 종로구 혜화동  90번지 18호  ,766-2022,165,3,폐업,20160630,,
23000-2011-000016,20111221,파랑씨어터,서울특별시 종로구 동숭동  1번지 57호  ,070-7743-1421,160,1,영업중,,,
23000-2012-000001,20120104,상명아트홀2관,서울특별시 종로구 동숭동  1번지 38호  지층,2075-2173,94,3,폐업,20190902,,
23000-2012-000003,20120118,호은아트홀,서울특별시 종로구 동숭동  1번지 150호  지하 2층,02-743-1590,237,3,폐업,20181025,,
23000-2012-000004,20120131,경복궁아트홀,서울특별시 종로구 효자동  70번지 1호  경복궁아트홀,02)735-0506,155,1,영업중,,,
23000-2012-000005,20120416,시네코아 1관,서울특별시 종로구 관철동  33번지 1호  지하 2층,02)730-8198,376,1,영업중,,,
23000-2012-000006,20120416,(주)시네코아 2관,서울특별시 종로구 관철동  33번지 1호  지하2층,02)730-8198,378,3,폐업,20170110,,
23000-2012-000007,20120806,중앙대학교 공연예술원 스튜디오 시어터,서울특별시 종로구 동숭동  192번지 10호  지층,02-820-6473,120,1,영업중,,,
23000-2013-000001,20130227,인사아트홀,서울특별시 종로구 관훈동  21번지  인사아트플라자-비201,,216,1,영업중,,,
23000-2013-000002,20130311,홍익대 대학로 아트센터 대극장,서울특별시 종로구 연건동  128번지 8호  2층~5층,02-742-0300,702,1,영업중,,,
23000-2013-000003,20130311,홍익대 대학로 아트센터 소극장,서울특별시 종로구 연건동  128번지 8호  지하2층,02-742-0300,140,1,영업중,,,
23000-2013-000004,20130523,SJA LIVE HALL,서울특별시 종로구 연건동  39번지  대학로SJA빌딩 지하1층,02-766-7779,120,1,영업중,,,
23000-2013-000005,20130722,대학로뮤지컬센터 대극장,서울특별시 종로구 동숭동  25번지 5호  지하 201 지하 301,2135-1507,993,1,영업중,,,
23000-2013-000006,20130722,대학로뮤지컬센터 중극장,서울특별시 종로구 동숭동  25번지 5호  (201 301),2135-1507,528,1,영업중,,,
23000-2013-000007,20130812,유니플렉스 1관,서울특별시 종로구 동숭동  1번지 94호  지하 2층 3층 4층,02-766-2115,599,1,영업중,,,
23000-2013-000008,20130812,유니플렉스 2관,서울특별시 종로구 동숭동  1번지 94호  2층 3층,02-766-2115,269,1,영업중,,,
23000-2013-000009,20130812,유니플렉스 3관,서울특별시 종로구 동숭동  1번지 94호  4층,02-766-2115,181,1,영업중,,,
23000-2013-000010,20131216,예그린씨어터,서울특별시 종로구 동숭동  1번지 8호  지하2층,02-6673-0100,202,1,영업중,,,
23000-2014-000001,20140214,더페인터즈전용관,서울특별시 종로구 관수동  67번지 10호  서울극장 5.6층,02-766-7848,488,1,영업중,,,
23000-2014-000002,20140307,예스24스테이지 3관,서울특별시 종로구 동숭동  1번지 52호  ,02-742-9637,256,1,영업중,,,
23000-2014-000003,20140407,예스24스테이지 1관,서울특별시 종로구 동숭동  1번지 52호  ,02-742-9637,398,1,영업중,,,
23000-2014-000004,20140407,예스24스테이지 2관,서울특별시 종로구 동숭동  1번지 52호  지하2층~3층,02-742-9637,295,1,영업중,,,
23000-2014-000005,20140425,대학로연극 순위아트홀1관,서울특별시 종로구 동숭동  1번지 61호  ,02-766-7667,198,1,영업중,,,
23000-2014-000006,20140430,북촌창우극장,서울특별시 종로구 원서동  158번지 2호  ,02-747-3809,100,1,영업중,,,
23000-2014-000007,20140602,해오름 예술극장,서울특별시 종로구 명륜2가  21번지 1호  ,02-984-7567,170,1,영업중,,,
23000-2014-000008,20140707,극장 동국,서울특별시 종로구 명륜2가  13번지  ,02-747-5296,86,1,영업중,,,
23000-2014-000009,20140730,눈빛극장,서울특별시 종로구 명륜1가  1번지 133호  ,,239,1,영업중,,,
23000-2014-000010,20140731,대학로 아름다운 극장,서울특별시 종로구 명륜2가  8번지 9호  지하1층,02-946-0502,80,1,영업중,,,
23000-2014-000011,20140818,진건아트홀,서울특별시 종로구 명륜4가  166번지 1호  ,,60,3,폐업,20171227,,
23000-2014-000012,20140905,마당세실극장,서울특별시 종로구 동숭동  192번지 18호  ,02-747-5773,100,1,영업중,,,
23000-2014-000013,20140923,드림시어터,서울특별시 종로구 동숭동  1번지 63호  ,070-8780-0096,130,1,영업중,,,
23000-2014-000014,20140923,우리네극장,서울특별시 종로구 동숭동  1번지 145호  ,02-766-0242,100,3,폐업,20171227,,
23000-2014-000015,20140923,아트씨어터 문,서울특별시 종로구 명륜3가  140번지 4호  ,02-745-8960,80,1,영업중,,,
23000-2014-000016,20140923,환상극장,서울특별시 종로구 동숭동  199번지 33호  ,02-766-1222,198,1,영업중,,,
23000-2014-000017,20140923,삼형제극장,서울특별시 종로구 동숭동  199번지 33호  ,02-6326-1333,145,1,영업중,,,
23000-2014-000018,20140925,하마씨어터,서울특별시 종로구 동숭동  1번지 63호  ,,210,1,영업중,,,
23000-2014-000019,20140925,스카이씨어터,서울특별시 종로구 동숭동  1번지 48호  ,,180,1,영업중,,,
23000-2014-000020,20140926,라이프시어터,서울특별시 종로구 명륜2가  24번지 1호  ,7081516416,146,1,영업중,,,
23000-2014-000021,20140926,노을소극장,서울특별시 종로구 동숭동  1번지 51호  ,02-921-9723,100,1,영업중,,,
23000-2014-000022,20140929,동숭무대 소극장,서울특별시 종로구 명륜1가  33번지 22호  지층,,120,1,영업중,,,
23000-2014-000023,20140929,한얼소극장,서울특별시 종로구 혜화동  70번지 1호  ,02-766-7010,50,1,영업중,,,
23000-2014-000024,20141001,R&J씨어터,서울특별시 종로구 동숭동  31번지 9호  ,,130,1,영업중,,,
23000-2014-000025,20141001,컬쳐시어터,서울특별시 종로구 동숭동  1번지 73호  ,,120,1,영업중,,,
23000-2014-000026,20141007,봄날아트홀 1관,서울특별시 종로구 동숭동  1번지 153호  ,,80,1,영업중,,,
23000-2014-000027,20141013,JEI ART CENTER 음악홀,서울특별시 종로구 혜화동  53번지 21호  ,,175,1,영업중,,,
23000-2014-000028,20141020,맛있는 극장,서울특별시 종로구 혜화동  109번지 4호  ,070-7018-1084,70,1,영업중,,,
23000-2014-000029,20141021,공간 아울,서울특별시 종로구 동숭동  1번지 27호  ,02-3675-0116,172,1,영업중,,,
23000-2014-000030,20141023,성균소극장,서울특별시 종로구 명륜2가  149번지  ,,80,1,영업중,,,
23000-2014-000031,20141023,소극장 천공의성,서울특별시 종로구 명륜1가  33번지 72호  ,02-747-4288,80,3,폐업,20190321,,
23000-2014-000032,20141028,예술공간 오르다,서울특별시 종로구 동숭동  192번지 8호  ,02-765-6503,102,3,폐업,20190919,,
23000-2014-000033,20141029,예술공간 서울,서울특별시 종로구 명륜2가  93번지  ,02-765-6503,80,1,영업중,,,
23000-2014-000034,20141104,소극장 공유,서울특별시 종로구 혜화동  37번지 1호  ,02-765-8880,80,1,영업중,,,
23000-2014-000035,20141107,지즐 소극장,서울특별시 종로구 명륜2가  8번지 16호  ,,84,1,영업중,,,
23000-2014-000036,20141111,낙산씨어터,서울특별시 종로구 혜화동  201번지  ,,101,3,폐업,20181002,,
23000-2014-000037,20141114,두레홀,서울특별시 종로구 동숭동  1번지 73호  ,02-744-5978,180,1,영업중,,,
23000-2014-000038,20141114,원패스아트홀,서울특별시 종로구 동숭동  1번지 54호  ,02-744-5978,182,1,영업중,,,
23000-2014-000039,20141114,아루또 소극장,서울특별시 종로구 동숭동  1번지 47호  ,02-6012-2511,90,1,영업중,,,
23000-2014-000040,20141114,전통문화공간 창선당,서울특별시 종로구 종로6가  289번지 3호  ,02-2148-1814,116,1,영업중,,,
23000-2014-000041,20141217,스튜디오 성균,서울특별시 종로구 명륜3가  122번지 2호  ,02-747-5035,70,1,영업중,,,
23000-2015-000001,20150105,썸데이즈홀,서울특별시 종로구 동숭동  1번지 64호  지하1층,02-1661-3124,142,1,영업중,,,
23000-2015-000002,20150205,서촌공간서로,서울특별시 종로구 옥인동  62번지  ,02-730-2502,50,1,영업중,,,
23000-2015-000003,20150211,콘텐츠그라운드,서울특별시 종로구 동숭동  1번지 93호  ,02-742-4224,213,1,영업중,,,
23000-2015-000004,20150325,풀빛극장,서울특별시 종로구 동숭동  1번지 133호  3층,6404-5005,128,1,영업중,,,
23000-2015-000005,20150327,명작극장 2관,서울특별시 종로구 동숭동  1번지 58호  지하1층,1800-2550,170,1,영업중,,,
23000-2015-000006,20150331,JH아트홀,서울특별시 종로구 동숭동  1번지 50호  보생빌딩 2층,070-4355-0010,135,3,폐업,20180622,,
23000-2015-000008,20150409,창덕궁 소극장,서울특별시 종로구 와룡동  109번지 1호  -B1,742-7278,80,1,영업중,,,
23000-2015-000009,20150817,더굿씨어터,서울특별시 종로구 혜화동  185번지  지하2층,02-1800-7382,299,1,영업중,,,
23000-2015-000010,20150824,레몬아트홀,서울특별시 종로구 동숭동  1번지 58호  ,02-766-7667,121,3,폐업,20171219,,
23000-2015-000011,20150831,극장가게,서울특별시 종로구 동숭동  1번지 113호  ,,230,1,영업중,,,
23000-2015-000012,20150909,올래홀,서울특별시 종로구 동숭동  1번지 97호  ,02-766-7733,162,1,영업중,,,
23000-2015-000013,20150910,아츠플레이씨어터,서울특별시 종로구 동숭동  1번지 58호  ,02-763-9995,149,3,폐업,20161222,,
23000-2015-000014,20150914,북극곰 소극장,서울특별시 종로구 이화동  28번지 18호  ,02-766-8484,50,1,영업중,,,
23000-2015-000015,20150914,더 씨어터,서울특별시 종로구 효제동  64번지 2호  ,02-743-3382,96,1,영업중,,,
23000-2015-000016,20150918,스카이씨어터2관,서울특별시 종로구 동숭동  1번지 48호  ,070-8163-3604,130,1,영업중,,,
23000-2015-000017,20150918,댕로홀,서울특별시 종로구 동숭동  1번지 78호  ,,83,1,영업중,,,
23000-2015-000018,20150918,위로홀,서울특별시 종로구 동숭동  50번지 44호  ,070-8600-8342,115,3,폐업,20190708,,
23000-2015-000019,20150918,피카소소극장,서울특별시 종로구 명륜4가  70번지 4호  ,02-3672-7971,99,1,영업중,,,
23000-2015-000020,20150921,익스트림씨어터3관,서울특별시 종로구 명륜4가  198번지 3호  ,,136,1,영업중,,,
23000-2015-000021,20151006,달달씨어터,서울특별시 종로구 명륜4가  69번지 1호  ,02-985-5654,74,3,폐업,20180812,,
23000-2015-000022,20151014,엘림홀,서울특별시 종로구 동숭동  195번지 6호  ,02-765-6503,228,1,영업중,,,
23000-2015-000023,20151014,서완소극장,서울특별시 종로구 명륜2가  21번지 23호  ,02-926-4937,107,1,영업중,,,
23000-2015-000024,20151029,동화 소극장,서울특별시 종로구 명륜2가  208번지 5호  ,,86,3,폐업,20200207,,
23000-2015-000025,20151119,푸른달 극장,서울특별시 종로구 혜화동  194번지  ,,98,3,폐업,20161212,,
23000-2015-000026,20151126,연극,서울특별시 종로구 운니동  48번지 2호  ,02-766-3545,40,3,폐업,20161125,,
23000-2015-000027,20151204,예술공간 혜화,서울특별시 종로구 혜화동  74번지 38호  ,02-2038-3031,110,1,영업중,,,
23000-2015-000028,20151204,연극실험실 혜화동1번지,서울특별시 종로구 혜화동  88번지 1호  ,070-8276-0917,60,1,영업중,,,
23000-2015-000029,20151214,삼청로 146,서울특별시 종로구 삼청동  26번지 2호  ,,60,3,폐업,20180102,,
23000-2015-000030,20151231,하모니아트홀,서울특별시 종로구 동숭동  1번지 92호  ,070-7673-6820,160,3,폐업,20170330,,
23000-2016-000001,20160129,봄날아트홀 2관,서울특별시 종로구 동숭동  1번지 153호  ,070-8639-7883,124,1,영업중,,,
23000-2016-000002,20160602,서울돈화문국악당,서울특별시 종로구 와룡동  12번지 2호  ,02-3210-7001,140,1,영업중,,,
23000-2016-000003,20160715,익스트림씨어터2관,서울특별시 종로구 이화동  57번지  -B1,070-8129-7420,195,1,영업중,,,
23000-2016-000004,20160725,아이들극장,서울특별시 종로구 혜화동  1번지 21호  ,02-2088-4272,281,1,영업중,,,
23000-2016-000005,20160930,시온아트홀,서울특별시 종로구 동숭동  1번지 48호  3층,1588-4446,134,1,영업중,,,
23000-2016-000006,20161111,드림아트센터 4관,서울특별시 종로구 동숭동  1번지 42호  5층,02-3481-8843,210,1,영업중,,,
23000-2016-000007,20161117,드림아트센터 3관,서울특별시 종로구 동숭동  1번지 42호  ,02-3481-8843,211,1,영업중,,,
23000-2016-000008,20161128,드림아트센터 2관,서울특별시 종로구 동숭동  1번지 42호  ,02-2088-0923,211,1,영업중,,,
23000-2016-000009,20161202,드림아트센터 1관,서울특별시 종로구 동숭동  1번지 42호  지하12층,02-777-9880,357,1,영업중,,,
23000-2017-000001,20170123,대학로 아트홀 1관,서울특별시 종로구 동숭동  1번지 149호  지하1층,1661-6981,114,3,폐업,20190930,,
23000-2017-000002,20170531,아트포레스트 1관,서울특별시 종로구 동숭동  1번지 66호  ,02-3672-0900,212,1,영업중,,,
23000-2017-000003,20170531,아트포레스트 2관,서울특별시 종로구 동숭동  1번지 66호  ,02-3672-0900,155,1,영업중,,,
23000-2017-000004,20170612,30스튜디오,서울특별시 종로구 명륜3가  1번지 220호  ,02-766-9831,65,3,폐업,20181231,,
23000-2017-000005,20171113,명작극장,서울특별시 종로구 동숭동  1번지 58호  ,02-747-9988,149,1,영업중,,,
23000-2018-000001,20180116,월하예당,서울특별시 종로구 낙원동  88번지 2호  양지빌딩,02-764-1778,40,1,영업중,,,
23000-2018-000002,20180423,허수아비 소극장,서울특별시 종로구 명륜3가  109번지 4호  ,02-736-2428,63,1,영업중,,,
23000-2018-000003,20180427,서연아트홀,서울특별시 종로구 명륜2가  21번지 10호  ,02-747-2151,150,1,영업중,,,
23000-2018-000004,20180504,인사아트홀2,서울특별시 종로구 관훈동  21번지  인사아트플라자,02-722-9969,124,1,영업중,,,
23000-2018-000005,20180509,수상한 흥신소 전용관,서울특별시 종로구 동숭동  1번지 74호  ,02-744-7420,250,1,영업중,,,
23000-2018-000006,20180515,마루아트홀,서울특별시 종로구 동숭동  1번지 58호  ,02-1661-6981,118,1,영업중,,,
23000-2018-000007,20180704,세우아트센터 2관,서울특별시 종로구 동숭동  1번지 86호  ,070-7542-5089,102,1,영업중,,,
23000-2018-000008,20181112,세종S씨어터,서울특별시 종로구 세종로  81번지 3호  세종문화회관,02-399-1624,330,1,영업중,,,
23000-2018-000009,20181206,달밤엔씨어터,서울특별시 종로구 혜화동  194번지  ,02-985-5654,109,1,영업중,,,
