도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
마한교육문화회관,전라북도,익산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,146,135125,33,17214,5,15,전라북도 익산시 고봉로55,전라북도교육청,063-840-7229,10058,3734,http://www.mec.go.kr,35.9389520,126.9606220,2019-06-26,6450000,전라북도
마한교육문회회관 함열분관,전라북도,익산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,336,84935,16,10050,5,15,전라북도 익산시 함열읍 함열중앙로 53,전라북도교육청,063-840-7229,1604,1184,http://hy.mec.go.kr,36.0785880,126.9634650,2019-06-26,6450000,전라북도
정읍학생복지회관,전라북도,정읍시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,117,90302,10,9551,5,15,전라북도 정읍시 구미길 14-4,전라북도교육청,063-533-6528,7274,5374,http://www.jshall.or.kr,35.5712740,126.8518920,2019-06-26,6450000,전라북도
남원교육문화회관,전라북도,남원시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,308,103494,28,10112,5,10,전라북도 남원시 용성로 49,전라북도교육청,063-630-1232,14835,5063,http://www.necc.go.kr,35.4101180,127.3819550,2019-06-26,6450000,전라북도
남원교육문회회관 운봉분관,전라북도,남원시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,120,53735,15,132,5,10,전라북도 남원시 운봉읍 서하길 7-8,전라북도교육청,063-634-0716,1781,740,http://www.necc.go.kr,35.4409830,127.5320600,2019-06-26,6450000,전라북도
김제교육문화회관,전라북도,김제시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,122,63525,28,6027,5,10,전라북도 김제시 요촌북로 72,전라북도교육청,063-540-6848,8099,3992,http://www.gecc.go.kr,35.8067650,126.8921700,2019-06-26,6450000,전라북도
김제교육문회회관 금산분관,전라북도,김제시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,92,51615,17,5135,5,10,전라북도 김제시 금산면 원평로 97,전라북도교육청,063-545-1670,1000,565,http://www.gecc.go.kr,35.7173190,126.9946610,2019-06-26,6450000,전라북도
전주시립인후도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,19:00,09:00,17:00,00:00,00:00,332,87843,26,1708,10,14,전라북도 전주시 덕진구 안덕원로 349,전주시,063-243-2577,5596,2519,http://lib.jeonju.go.kr,35.8395350,127.1634490,2019-06-26,6450000,전라북도
전주시립송천도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,17:00,00:00,00:00,307,95876,34,0,10,14,전라북도 전주시 덕진구 솔내로 212,전주시,063-281-6510,5277,3367,http://lib.jeonju.go.kr,35.8693300,127.1281100,2019-06-26,6450000,전라북도
전주시립아중도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,17:00,00:00,00:00,129,74853,26,0,10,14,전라북도 전주시 덕진구 무삼지2길 7,전주시,063-281-6481,1430,2793,http://lib.jeonju.go.kr,35.8261920,127.1626810,2019-06-26,6450000,전라북도
전주시립쪽구름도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,17:00,00:00,00:00,93,53830,28,0,10,14,전라북도 전주시 덕진구 여암2길 9,전주시,063-281-6530,1882,1548,http://lib.jeonju.go.kr,35.8713460,127.0755889,2019-06-26,6450000,전라북도
전주시립건지도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,19:00,09:00,17:00,00:00,00:00,115,47207,33,0,10,14,전라북도 전주시 덕진구 호성로 25,전주시,063-281-6606,5359,1472,http://lib.jeonju.go.kr,35.8540600,127.1516750,2019-06-26,6450000,전라북도
전주시립삼천도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,360,101442,30,1565,10,14,전라북도 전주시 완산구 용리로 107,전주시,063-281-6460,20580,2665,http://lib.jeonju.go.kr,35.7989436,127.1216932,2019-06-26,6450000,전라북도
전주시립서신도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,442,110154,32,0,10,14,전라북도 전주시 완산구 서신천변14길 10,전주시,063-281-6550,2016,4256,http://lib.jeonju.go.kr,35.8310160,127.1153256,2019-06-26,6450000,전라북도
전주시립평화도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,248,75341,29,1016,10,14,전라북도 전주시 완산구 평화14길 27-51,전주시,063-281-6422,15152,2964,http://lib.jeonju.go.kr,35.7914868,127.1348546,2019-06-26,6450000,전라북도
전주시립효자도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,263,47607,31,0,10,14,전라북도 전주시 완산구 우전로 181,전주시,063-281-6490,2500,3220,http://lib.jeonju.go.kr,35.8132620,127.1011390,2019-06-26,6450000,전라북도
전북도청도서관,전라북도,전주시,공공도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,150,58683,80,25875,4,14,전라북도 전주시 완산구 효자로 225,전라북도,063-280-2452,101302,1028,http://library.jeonbuk.go.kr,35.8197640,127.1081300,2019-06-26,6450000,전라북도
전주완산시립도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,586,281123,38,30969,10,14,전라북도 전주시 완산구 곤지산4길 12,전주시,063-230-1830,7424,6627,http://lib.jeonju.go.kr,35.8087041,127.1479879,2019-06-26,6450000,전라북도
군산시립임피도서관,전라북도,군산시,공공도서관,"명절, 선거일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,80,36000,10,0,3,14,전라북도 군산시 임피면 임피향교길 39,군산시,063-454-5656,2317,693,http://lib.gunsan.go.kr,35.9872900,126.8486700,2019-06-26,6450000,전라북도
군산시립설림도도서관,전라북도,군산시,공공도서관,"명절,선거일,공휴일",09:00,22:00,09:00,17:00,00:00,00:00,64,47276,38,0,3,14,전라북도 군산시 설림길 25,군산시,063-454-5700,3392,1157,http://lib.gunsan.go.kr,35.9872900,126.8486700,2019-06-26,6450000,전라북도
군산시립늘푸른도서관,전라북도,군산시,공공도서관,"명절,선거일,공휴일",09:00,22:00,09:00,17:00,00:00,00:00,220,68109,43,0,3,14,전라북도 군산시 하나운로 17,군산시,063-454-5980,2776,2338,http://lib.gunsan.go.kr,35.9872900,126.8486700,2019-06-26,6450000,전라북도
군산시립도서관,전라북도,군산시,공공도서관,"명절, 선거일, 공휴일, 매주월요일",09:00,22:00,09:00,17:00,00:00,00:00,276,153304,67,17936,3,14,전라북도 군산시 축동로 72,군산시,063-454-5640,2450,5736,http://lib.gunsan.go.kr,35.9658350,126.7112170,2019-06-26,6450000,전라북도
익산시립모현도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,1087,159402,172,23466,5,14,전라북도 익산시 선화로6길 7,익산시,063-859-3731,9963,7492,http://lib.iksan.go.kr,35.9496440,126.9360090,2019-06-26,6450000,전라북도
익산시립영등도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,838,160038,322,5958,5,14,전라북도 익산시 궁동로 57,익산시,063-859-4661,2910,3575,http://lib.iksan.go.kr,35.9626720,126.9777360,2019-06-26,6450000,전라북도
익산시립마동도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,968,220646,212,7076,5,14,전라북도 익산시 선화1로 99,익산시,063-859-3465,8543,4973,http://lib.iksan.go.kr,35.9404090,126.9690210,2019-06-26,6450000,전라북도
익산시립부송도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,718,89100,95,3256,5,14,전라북도 익산시 무왕로 25길 30,익산시,063-859-3717,7902,3743,http://lib.iksan.go.kr,35.9644912,126.9945353,2019-06-26,6450000,전라북도
익산시립황등도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,100,17262,39,506,5,14,전라북도 익산시 황등면 황등8길 7,익산시,063-859-3721,2694,442,http://lib.iksan.go.kr,36.0044940,126.9434980,2019-06-26,6450000,전라북도
명봉도서관,전라북도,정읍시,작은도서관,월요일,09:00,18:00,09:00,18:00,09:00,18:00,80,33122,5,42,0,7,전라북도 정읍시 태인면 태인로 33-9,재단법인 명봉재단,063-534-8262,2838,539,http://mblib.winbook.kr,35.3910000,126.5632000,2019-06-26,6450000,전라북도
정읍시립기적의도서관,전라북도,정읍시,공공도서관,법정공휴일,09:00,17:30,09:00,17:30,09:00,17:30,78,61759,19,591,5,17,전라북도 정읍시 수성5로 45-5,정읍시,063-539-6452,1688,1274,"http://lib.jeongeup,go,kr",35.5844057,126.8607611,2019-06-26,6450000,전라북도
정읍시립신태인도서관,전라북도,정읍시,공공도서관,법정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,100,71040,19,997,5,17,전라북도 정읍시 신태인읍 신태인중앙로 47,정읍시,063-539-6444,3342,837,"http://lib.jeongeup,go,kr",35.6897500,126.8899000,2019-06-26,6450000,전라북도
정읍시립중앙도서관,전라북도,정읍시,공공도서관,법정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,602,162542,39,4903,5,17,전라북도 정읍시 벚꽃로 511,정읍시,063-539-6437,13692,3503,"http://lib.jeongeup,go,kr",35.5574636,126.8670688,2019-06-26,6450000,전라북도
남원시립도서관,전라북도,남원시,공공도서관,"매주 월요일, 법정공휴일",10:00,22:00,10:00,22:00,00:00,00:00,180,59268,6,0,5,15,전라북도 남원시 광한북로 54,남원시,063-620-8976,1170,1046,http://www.namwon.go.kr/index.do?menuCd=DOM_000000203001006002&cpath=,35.4076967,127.3802110,2019-06-26,6450000,전라북도
마하골길벗작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,65,12301,0,0,5,15,부산광역시 사하구 승학로 161번길 80(괴정동),사하구청,051-294-8850,,330,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.105438,128.976227,2019-09-25,3340000,부산광역시 사하구
오작교작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,20:00,10:00,21:00,10:00,21:00,77,14305,0,0,5,15,부산광역시 사하구 낙동대로 171번길 30-5(괴정동),괴정3동 주민센터,051-220-5087,,190,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.100341,128.989357,2019-09-25,3340000,부산광역시 사하구
까치마을작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,24,4711,0,0,5,15,부산광역시 사하구 까치고개로 77-1 (괴정동),사하구청,051-202-0998,,51,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.105156,129.000584,2019-09-25,3340000,부산광역시 사하구
회화나무작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,80,13121,0,0,5,15,부산광역시 사하구 사하로141번나길 11-1,사하구청,051-201-3096,,313,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.093992,128.982824,2019-09-25,3340000,부산광역시 사하구
약수도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,47,32766,10,873,5,14,서울특별시 동작구 양녕로22바길 64,서울특별시 동작구청,02-823-1907,519,122.49,http://lib.dongjak.go.kr/,37.497851,126.9474396,2019-10-31,3190000,서울특별시 동작구
다대도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,09:00,17:00,252,115176,64,3203,5,15,부산광역시 사하구 다대낙조2길 9(다대동),사하구청,051-220-5861,1657,3521,http://dadaelib.saha.go.kr,35.05042791,128.9646713,2019-09-25,3340000,부산광역시 사하구
감천횃불작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,20,12338,0,0,5,15,부산광역시 사하구 옥천로 48-5(감천동),사하구청,051-203-0543,,132,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.090937,129.0074446,2019-09-25,3340000,부산광역시 사하구
다모아작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,13,5673,0,0,5,15,부산광역시 사하구 감천로139번길 37(감천동),사하구청,051-294-9730,,84,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.088184,128.997577,2019-09-25,3340000,부산광역시 사하구
푸른누리작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,60,10697,0,0,5,15,부산광역시 사하구 감천로83번길 26(감천동),사하구청,051-202-4466,,200,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.089871,128.992678,2019-09-25,3340000,부산광역시 사하구
전라북도교육청진안도서관,전라북도,전라북도 진안군,공공도서관,"매주 월요일, 법정 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,201,64759,14,3853,5,15,전라북도 진안군 진안읍 대광길 4,전라북도 진안교육청,063-433-2422,2471,1340,http://jinanplib.or.kr/,35.471234,127.252321,2019-05-24,4730000,전라북도 진안군
덕적작은도서관,인천광역시,옹진군,작은도서관,매주일요일,09:00,15:00,09:00,15:00,00:00,00:00,12,1065,0,0,3,14,"인천광역시 옹진군 덕적면 덕적남로 7, 2층",덕적면,032-899-3712,2471,800.53,,37.2264804400,126.1467783119,2020-01-13,3580000,인천광역시 옹진군
연평도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,30,4936,0,0,3,14,인천광역시 옹진군 연평면 연평로 184,연평면,032-832-1940,1417.06,358.45,,37.6625164389,125.7048912031,2020-01-13,3580000,인천광역시 옹진군
영흥도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,92,30047,0,0,3,14,인천광역시 옹진군 영흥면 영흥로251번길 90,영흥면,032-886-7710,985.74,496.63,,37.2560995573,126.4833427080,2020-01-13,3580000,인천광역시 옹진군
대청도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,18:00,09:00,18:00,09:00,18:00,50,16912,0,0,5,14,인천광역시 옹진군 대청면 대청로244번길 116-22,대청면,032-836-9500,999.42,381.6,,37.832716,124.6955697714,2020-01-13,3580000,인천광역시 옹진군
백령도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,21:00,09:00,21:00,09:00,18:00,34,46497,0,0,3,7,인천광역시 옹진군 백령면 백령로 260,백령면,032-899-3086,923.4,352.16,,37.9703880309,124.7196891614,2020-01-13,3580000,인천광역시 옹진군
구정자료실작은도서관,부산광역시,부산중구,작은도서관,"토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,9,4774,0,80,2,5,부산광역시 중구 중구로 120,중구청,051-600-4615,53.8,53.8,없음,35.106214,129.032312,2019-11-12,3250000,부산광역시 중구
민들레작은도서관,부산광역시,부산중구,작은도서관,"월,화,목요일",14:00,18:00,14:00,18:00,00:00,00:00,50,3723,0,0,3,14,부산광역시 중구 흑교로 75번길 11-1,성광교회,051-245-4392,247.5,247.5,없음,35.1053378466,129.022609,2019-11-12,3250000,부산광역시 중구
산리작은도서관,부산광역시,부산중구,작은도서관,"토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,12,3343,0,0,3,7,부산광역시 중구 영주로 21,산리협동조합,051-462-5200,53,53,없음,35.1094696357,129.031428,2019-11-12,3250000,부산광역시 중구
책갈피작은도서관,부산광역시,부산중구,작은도서관,월요일,10:00,20:00,10:00,18:00,10:00,18:00,24,12887,0,0,3,7,부산광역시 중구 보수대로 124번길 24-2,(재)내원청소년단,051-247-8425,180.5,180.5,http://purun1318.org/,35.105783,129.022642,2019-11-12,3250000,부산광역시 중구
?다작은도서관,부산광역시,부산중구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,50,6210,0,0,3,15,부산광역시 중구 대청로 61-2,(사)부산민주항쟁기념사업회,051-743-7650,112.7,94.44,https://cafe.naver.com/bosubook,35.103364,129.026751,2019-11-12,3250000,부산광역시 중구
보수동책방골목어린이도서관,부산광역시,부산중구,어린이도서관,월요일,10:00,20:00,10:00,20:00,10:00,20:00,40,10784,212,83,5,15,부산광역시 중구 대청로 57-16,부산문화예술교육연합회,051-255-9141,89.9,181.76,http://blog.naver.com/okelib,35.1031296,129.0252722,2019-11-12,3250000,부산광역시 중구
고맙습니다.글마루작은도서관,부산광역시,부산중구,작은도서관,월요일,10:00,20:00,10:00,20:00,10:00,20:00,50,12591,9,209,5,15,부산광역시 중구 동영로 87-1,부산문화예술교육연합회,051-469-8451,229.2,198.85,http://blog.naver.com/thanks_gmr,35.1127605,129.0316475,2019-11-12,3250000,부산광역시 중구
제천학생회관,충청북도,제천시,공공도서관,"매월 둘째, 넷째 월요일",09:00,18:00,00:00,00:00,00:00,00:00,132,88116,11,3372,5,21,충청북도 제천시 청전대로1길 7,충청북도제천교육지원청,043-647-8588,17684,7539,www.jcsh.go.kr,37.14585952,128.2027445,2020-01-17,8031000,충청북도교육청 충청북도제천교육지원청
양구교육도서관,강원도,양구군,공공도서관,월요일,08:00,23:00,08:00,23:00,08:00,23:00,68,96419,30,5222,5,14,강원도 양구군 양구읍 우정로119번길 30,춘천교육문화관,033-482-0284,2901,1260,http://lib.gwe.go.kr/yglib/egovMain.do,38.101864,127.9874258,2019-06-12,4320000,강원도 양구군
전주시립금암도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,19:00,09:00,17:00,00:00,00:00,226,154544,26,1567,10,14,전라북도 전주시 덕진구 거북바우로 13,전주시,063-281-6440,3169,2712,http://lib.jeonju.go.kr,35.8363140,127.1400960,2019-06-26,6450000,전라북도
운동장작은도서관,경기도,동두천시,작은도서관,"매주 금요일, 1월 1일, 설날 및 추석연휴, 법정 공휴일(토요일, 일요일 제외)",09:00,18:00,09:00,18:00,09:00,18:00,80,13454,7,377,10,14,경기도 동두천시 어등로 50,동두천시청 평생교육원,031-860-3295,128580,396,http://lib.ddc.go.kr/,37.89938432,127.0696877,2019-12-01,3920000,경기도 동두천시
어수정 작은도서관,경기도,동두천시,작은도서관,"매주 일요일, 1월 1일, 설날 및 추석연휴, 법정 공휴일(토요일, 일요일 제외)",09:00,21:00,09:00,18:00,09:00,18:00,30,9197,8,23,10,14,경기도 동두천시 중앙로 283,동두천시청 평생교육원,031-860-3275,114.05,114.05,http://lib.ddc.go.kr/,37.90677664,127.0541529,2019-12-01,3920000,경기도 동두천시
동두천꿈나무정보도서관,경기도,동두천시,공공도서관,"매주 금요일, 1월 1일, 설날 및 추석연휴, 법정 공휴일(토요일, 일요일 제외)",09:00,18:00,09:00,18:00,09:00,18:00,124,145309,71,3870,10,14,경기도 동두천시 지행로 38,동두천시청 평생교육원,031-860-3281,1300,2019,http://lib.ddc.go.kr/,37.89215013,127.0514001,2019-12-01,3920000,경기도 동두천시
동두천시립도서관,경기도,동두천시,공공도서관,"자료실 : 1월1일, 설날 및 추석연휴, 법정 공휴일(토요일, 일요일 제외) 열람실 : 1월1일, 설날 및 추석연휴",08:00,23:00,08:00,23:00,08:00,23:00,128,216564,80,4261,10,14,경기도 동두천시 상패로 60,동두천시청 평생교육원,031-860-3261,3368,2670,http://lib.ddc.go.kr/,37.90668936,127.047626,2019-12-01,3920000,경기도 동두천시
국사봉숲속작은도서관,서울특별시,동작구,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,10,2784,0,0,5,14,서울특별시 동작구 양녕로23길27,서울특별시 동작구청,02-820-9221,36,36,http://lib.dongjak.go.kr/,37.495701,126.941147,2019-10-31,3190000,서울특별시 동작구
다울작은도서관,서울특별시,동작구,작은도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,8,5016,7,0,5,14,서울특별시 동작구 사당로20길132,서울특별시 동작구청,02-3473-3360,183,183,http://lib.dongjak.go.kr/,37.4788487,126.977553,2019-10-31,3190000,서울특별시 동작구
동작샘터도서관,서울특별시,동작구,작은도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,50,25243,11,348,5,14,서울특별시 동작구 동작대로29길 63-26,서울특별시 동작구청,02-533-6750,501,241,http://lib.dongjak.go.kr/,37.4883609,126.977553,2019-10-31,3190000,서울특별시 동작구
대방어린이도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,50,25020,13,298,5,14,서울특별시 동작구 대방동길 55,서울특별시 동작구청,02-813-6740,378,391.3,http://lib.dongjak.go.kr/,37.502978,126.925182,2019-10-31,3190000,서울특별시 동작구
동작어린이도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,130,48681,35,1149,5,14,서울특별시 동작구 장승배기로16길 98,서울특별시 동작구청,02-823-6750,1544,444.3,http://lib.dongjak.go.kr/,37.509147,126.943434,2019-10-31,3190000,서울특별시 동작구
동작상도국주도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,100,45625,13,1172,5,14,서울특별시 동작구 매봉로 37,서울특별시 동작구청,02-813-6750,573.9,525,http://lib.dongjak.go.kr/,37.506711,126.951059,2019-10-31,3190000,서울특별시 동작구
사당솔밭도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,280,60107,47,353,5,14,서울특별시 동작구 솔밭로 86,서울특별시 동작구청,02-585-8411,822.16,1724.86,http://lib.dongjak.go.kr/,37.484056,126.967369,2019-10-31,3190000,서울특별시 동작구
구평예들작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,64,8816,0,0,5,15,부산광역시 사하구 다대로 271번길 26,사하구청,051-261-5274,,250,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.0866561,128.9856465,2019-09-25,3340000,부산광역시 사하구
수풀작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,71,7479,0,0,5,15,부산광역시 사하구 다대로 271번길 25,사하구청,051-265-4832,,236,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.0777937,128.969954,2019-09-25,3340000,부산광역시 사하구
낫개작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,129,9147,0,0,5,15,부산광역시 사하구 다대로429번길 22(다대2동),사하구청,051-266-0027,,342,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.0621066,128.9769398,2019-09-25,3340000,부산광역시 사하구
하단꿈길작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,62,6568,0,0,5,15,부산광역시 사하구 동매로66번길 6(하단1동),사하구청,051-203-7798,,318,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.1025212,128.9631079,2019-09-25,3340000,부산광역시 사하구
두송작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,21:00,10:00,21:00,10:00,21:00,70,6381,0,0,5,15,부산광역시 사하구 다대로429번길 30(다대동),다대2동 주민센터,051-220-5386,,166,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.089871,128.992678,2019-09-25,3340000,부산광역시 사하구
무지개작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,48,9788,0,0,5,15,부산광역시 사하구 장림시장1길 40(장림동),사하구청,051-265-0245,,171,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.081208,128.958302,2019-09-25,3340000,부산광역시 사하구
꿈꾸는작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,20,9633,0,0,5,15,부산광역시 사하구 하신번영로 155(신평동),사하구청,070-4116-5726,,130,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.096421,128.951266,2019-09-25,3340000,부산광역시 사하구
동매누리작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,21:00,09:00,21:00,68,10928,0,0,5,15,부산광역시 사하구 다대로 130번길 112(신평동),사하구청,051-900-4060,,236,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.093067,128.967179,2019-09-25,3340000,부산광역시 사하구
노을나루길작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,21:00,09:00,21:00,09:00,21:00,60,22067,0,0,5,15,부산광역시 사하구 하신번영로 377(하단동),하단2동 주민센터,051-220-5207,,194,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.114608,128.951792,2019-09-25,3340000,부산광역시 사하구
당리작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",09:00,21:00,09:00,22:00,09:00,21:00,55,9589,0,0,5,15,부산광역시 사하구 승학로 20번길 25 (당리동),사하구청,051-201-5930,,224,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.106151,128.963453,2019-09-25,3340000,부산광역시 사하구
미룡작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,57,22246,13,0,3,14,전라북도 군산시 미룡로 42,전라북도 군산시청,063-454-5661,210,210,http://lib.gunsan.go.kr,35.9421185,126.6903671,2019-09-06,4670000,전라북도 군산시
월명작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,63,18860,12,0,3,14,전라북도 군산시 구영7길 6,전라북도 군산시청,063-454-5659,236,236,http://lib.gunsan.go.kr,35.9841665,126.7088439,2019-09-06,4670000,전라북도 군산시
미성작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,22774,10,0,3,14,전라북도 군산시 동아로 11,전라북도 군산시청,063-454-5658,313,313,http://lib.gunsan.go.kr,35.9611411,126.6755421,2019-09-06,4670000,전라북도 군산시
구암작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,32,21759,11,0,3,14,전라북도 군산시 구암3.1로 245,전라북도 군산시청,063-454-5657,310,166,http://lib.gunsan.go.kr,35.9851392,126.7445904,2019-09-06,4670000,전라북도 군산시
임피채만식도서관,전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,35914,10,0,3,14,전라북도 군산시 임피향교길 39,전라북도 군산시청,063-454-5655,2317,693,http://lib.gunsan.go.kr,35.9875018,126.8484693,2019-09-06,4670000,전라북도 군산시
설림도서관(학습실),전라북도,군산시,공공도서관,"명절, 선거일",07:00,22:00,07:00,22:00,07:00,22:00,136,0,0,0,0,0,전라북도 군산시 설림길 25,전라북도 군산시청,063-454-5700,3392,1157,http://lib.gunsan.go.kr,35.9730164,126.6844042,2019-09-06,4670000,전라북도 군산시
