시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
한국교통대학교 박물관,대학,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.96884634,127.8727696,043-841-5696,한국교통대학교,museum.ut.ac.kr,"커피숍, 편의점, 식당 등",10:00,17:00,09:00,18:00,법정공휴일,0,0,0,0,"산업기술 분야를 중심으로 한 고고역사,미술,공예 및 민속 관련 자료를 수집,전시하고 교직원 및 학생의 관람과 교육연구 자료로서 공여하여 향토문화의 인식계몽에 기어코자 함.","서울 → 충주(동서울터미널, 강남터미널 1시간 30분)수원 → 충주(직통, 직행 1시간 30분)청주 → 충주(직통, 직행 1시간)원주·제천 → 충주(직행 50분)문경·점촌 → 충주(직행 1시간)충주시외버스터미널 → 한국교통대학교(주덕방향 시내버스 5분)",043-841-5696,한국교통대학교,2019-06-01,6430000,충청북도
충주과수과학관,국립,충청북도 충주시 동량면 충원대로 1346,충청북도 충주시 동량면 대전리 1665-1,37.0452182707,127.9289432073,043-850-3258,충주시농업기술센터,www.cja.go.kr,,09:00,18:00,09:00,18:00,"매주 일요일 정기휴관, 법정공휴일 및 법정휴일, 동절기 임시휴관",0,0,0,,"충주 사과, 복숭아 홍보관",,043-850-3258,충주시농업기술센터,2019-06-01,6430000,충청북도
조동리선사유적박물관,국립,충청북도 충주시 동량면 조동1길 15,충청북도 충주시 동량면 조동리 1371,37.026491,127.961838,043-850-3991,선사유적박물관,www.chungju.go.kr/museum,"안내실,자료실,강당",09:00,18:00,09:00,18:00,"매주월요일,1월1일, 구정, 추석당일",0,0,0,,"조동리선사문화실,조동리농경실,농학자허문회선생기념실로 구성","시내버스1시간간격 운행, 도심에서3,40분 소요",043-850-0708,충주시,2019-06-01,6430000,충청북도
충주박물관,국립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 하구암리 143-3,37.04031789,127.8484138,043-850-3927,충주박물관,www.chungju.go.kr/museum,"안내실,자료실,강당",09:00,18:00,09:00,18:00,"매주월요일,1월1일, 구정, 추석당일",0,0,0,,"역사실민속실, 선사삼국실,고려조선실, 항쟁실,충주인물실,체험실로 구성","시내버스4,50분간격 운행, 도심에서3,40분소요",043-850-0708,충주시,2019-06-01,6430000,충청북도
충렬사유물전시관,국립,충청북도 충주시 충열1길 6(단월동),충청북도 충주시 단월동 385-1,36.94617991,127.9054216,043-850-7302,충주 임충민공충렬사 관리사무소,,주차장,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,임충민공 충렬사는 선조27년 충주에서 태어난 임경업장군의 충절을 기리기 위해 세운 사당이며 장군이 사용했던 유품을 충렬사유물전시관에 전시하고 있음,자가운전 : 충주IC→달천사거리(우회전)→건국대학교→달천동주민센터건너편→충주임충민공충렬사대중교통 : 충주공용버스터미널에서 610번 버스 이용,043-850-5982,충주시,2019-06-01,6430000,충청북도
세계무술박물관,국립,충청북도 충주시 남한강로26,충청북도 충주시 금릉동 600,36.98843956,127.9077644,043-850-6733,세계무술박물관,,,09:00,18:00,09:00,18:00,"신정,설날,추석,매주 월",0,0,0,0,충주세계물술박물관은 그동안 열렸던 충주세계무술축제의 성과를 전시하고 세계무술의 다양한 모습과 가치를 만드는 곳이다.,없음,043-850-6733,충주시,2019-06-01,6430000,충청북도
충주고구려천문과학관,국립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 하구암리 143-3,37.040354,127.848417,043-842-3247,㈜천문우주기획,www.gogostar.kr,"주관측실, 보조관측실,천체투영실, 시청각실, 전시실",14:00,22:00,14:00,22:00,"매주일요일, 국경일, 기념일",3000,2000,1000,0,충주고구려천문과학관은 시민들에게 천문우주과학 지식을 보급하고 우리지역의 밤하늘을 보조하기 위해 노력 하고 있음.,,043-850-5973,충주시,2019-06-01,6430000,충청북도
청주시립미술관,공립,충청북도 청주시 서원구 충렬로18번길 50,충청북도 청주시 서원구 사직동 604-26,36.63471608,127.4782998,043-201-2650,청주시립미술관,www.cmoa.or.kr,"카페테리아,물품보관소",10:00,19:00,10:00,19:00,"매주 월요일 (단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)",1000,0,0,청주주민등록자는 50퍼센트 할인,,,043-201-2641,청주시립미술관,2019-06-01,6430000,충청북도
청주고인쇄박물관,공립,충청북도 청주시 흥덕구 직지대로 713,충청북도 청주시 흥덕구 운천동 866,36.6439745,127.4714597,043-201-4262,청주고인쇄박물관,jikjiworld.cheongju.go.kr,"기념품 판매점, 간이휴게소(3개)",09:00,18:00,09:00,18:00,"매주월요일, 1월1일, 설날, 추석",0,0,0,,"청주 고인쇄 박물관은 세계에서 가장 오래 된 금속 활자본 ''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''직지''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''를 인쇄한 청주 흥덕사의 옛 터에 있으며, 1992년 3월 17일에 개관한 고인쇄 전문 박물관","시내버스 831, 831-1",043-201-4262,청주고인쇄박물관,2019-06-01,6430000,충청북도
불교천태중앙박물관,사립,충청북도 단양군 영춘면 백자길9,충청북도 단양군 영춘면 백자리65,37.0435507,128.4851688137,043-423-9103,구인사,www.bmoc.net,소화기,10:00,17:00,09:00,17:00,"1월 1일, 설날 및 추석",0,0,0,,불교천태중앙박물관,,043-423-9103,구인사,2019-06-01,6430000,충청북도
수양개선사유물전시관,공립,충청북도 단양군 적성면 수양개유적로 390,충청북도 단양군 적성면 애곡리 산24-1,36.9604647653,128.3324637993,043-423-8502,수양개선사유물전시관,suyanggae.go.kr,소화기,09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석, 매주 월요일",2000,1000,800,지역주민 50퍼센트 감면,수양개선사유물전시관,,043-423-8502,충청북도 단양군청,2019-06-01,6430000,충청북도
한독의약박물관,사립,충청북도 음성군 대소면 대풍산단로 78,충청북도 음성군 대소면 대풍리 37,36.9705656650,127.4653177727,043-530-1004,한독제석재단,www.handokjeseokfoundation.org/museum/index.asp,,09:00,17:00,09:00,17:00,매주월요일 추석 신정 설연휴 하기휴가,0,0,0,,한독의약박물관은 1964년 문을 열었으며  우리나라 최초의 기업박물관이자 의료관련 전문박물관,자가용 이용시-중부고속도로 대소IC 5분거리  대중교통이용시 서울동서울터미널 음성행버스 서울남부버스터미널  진천행 버스,043-530-1004,한독약물,2019-06-01,6430000,충청북도
철박물관,사립,충청북도 음성군 감곡면 영산로 360,충청북도 음성군 감곡면 오향리 97,37.0911627116,127.6497527554,043-883-2321,세연문화재단,www.ironmuseum.or.kr/main.php,세미나실+교육관+아트스튜디오,10:00,17:00,10:00,17:00,1~2월,0,0,0,,2000년도 철의 소중함을 알리고자 일류문명과 함께 해온 철을 주제로 한 박물관,자가용 이용시-중부내률고속도로 감곡IC(10분)  대중교통  동서울터미널-감곡장호원방면,043-883-2321,세연재단,2019-06-01,6430000,충청북도
충렬공박제상기념관,공립,울산광역시 울주군 두동면 박제상로 200,,35.6547128,129.2295717,052-229-9531,울주군시설관리공단,https://www.uljusiseol.or.kr/tour_culture/culture_03.jsp,,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-229-9531,울주군시설관리공단,2019-09-03,3730000,울산광역시 울주군
울산옹기박물관,공립,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.4350940,129.2794859,052-237-7894,울주군청,http://onggi.ulju.ulsan.kr,휴게시설 보유,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-204-0334,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군
울주민속박물관,공립,울산광역시 울주군 온양읍 외고산1길 4-19,울산광역시 울주군 온양읍 고산리 446-1,35.4351226,129.2794952,052-204-0337,울주군청,https://all.ulju.ulsan.kr/uljufolk/,수유실 보유,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-204-0337,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군
사상생활사박물관,공립,부산광역시 사상구 낙동대로1258번길 36(삼락동),부산광역시 사상구 삼락동414-13,35.1720673,128.9786129,051-310-5136,부산광역시 사상구청,,전시실+프로그램실+휴게실+주차장,09:00,18:00,09:00,18:00,"월요일(단, 월요일이 공휴일인경우 당일은 개관하고 그 다음 첫번째 평일에 휴관), 1월1일, 설날, 추석연휴",0,0,0,무료,"사상생활사박물관은 2016년 5월 6일에 개관하였고, 생활사박물관으로는 지자체에서 최초로 개관한 박물관으로 2종박물관으로 등록하였다.","지하철: 2호선 덕포역1번출구(도보로 529m)+마을버스: 사상구7-덕포시장+버스: 123, 126-삼락생태공원,138-1-한신아파트2차",051-310-5136,부산광역시 사상구청,2019-03-25,3390000,부산광역시 사상구
백영수미술관,사립,경기도 의정부시 안말로58번안길 55-1,경기도 의정부시 호원동 260-13,37.7136944754,127.0444399905,031-873-4613,재단법인 백영수미술문화재단,http://blog.naver.com/pysmuseum,남/녀 화장실,10:00,18:00,10:00,18:00,"매주 월 및 신정, 구정, 추석 휴관",5000,3000,2000,"의정부시민 4,000원, 군인 3,000원, 4세 미만 무료","비영리재단법인 백영수미술문화재단 산하 (재)백영수미술관은 사회 환원된 공익기관으로서 1970년대부터 소유한 의정부백영수작업실 터에 설립된 의정부 1호 등록미술관임. 한국최초의 추상미술그룹인 신사실파 중 1인으로 35년간의 프랑스에서의 작품 등, 화가백영수(1922~2018)의 일생을 통해 남긴 미술작품들을 기념, 보존, 연구하며 미술문화 전시, 교육사업 등 지역 문화발전과 한국미술문화진흥에 이바지함을 목적으로 함.","· 지하철 - 1호선 망월사역 2번 출구로 나와 도보 566m(9분 소요)· 버스 - ‘안말, 병무청, 호원예비군훈련장앞’ 정류장 하차 후 도보 432m(6분 소요)(5, 7, 10, 36, 39, 39-1, 39-4, 72, 72-3, 118, 133, 106, 108, 203, 203-1, 203-2A, 206-1)· 승용차 [도봉산역 방면에서 오실 경우]평화로-평화로 243번길 새마을금고 방향 좌회전 161m 직진 → 안말어린이집에서 우회전 92m직진  [회룡역 방면에서 오실 경우]평화로-평화로 243번길 새마을금고 방향 우회전 161m 직진 → 안말어린이집에서 우회전 92m직진",031-873-4613,재단법인 백영수미술문화재단,2019-10-22,3820000,경기도 의정부시
목포생활도자박물관,공립,전라남도 목포시 남농로 117,,34.7937716573,126.419747,061-270-8480,목포생활도자박물관,http://doja.mokpo.go.kr/,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2019-10-08,4800000,전라남도 목포시
목포자연사박물관,공립,전라남도 목포시 남농로 135,,34.7937272577,126.421087,061-274-3655,목포자연사박물관,http://museum.mokpo.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2019-10-08,4800000,전라남도 목포시
디오티미술관,사립,부산광역시 금정구 금샘로 35,부산광역시 금정구 장전동 503-44,35.2288823835,129.0767713772,051-518-8480,디오티미술관,https://dotmuseum.co.kr/,없음,11:00,18:00,00:00,00:00,"월요일,명절(부득이하게 관람시각 00:00로 표기)",0,0,0,0,,203번 버스 광명사정류장,051-519-4062,부산광역시 금정구청,2020-02-11,3350000,부산광역시 금정구
킴스아트필드미술관,사립,부산광역시 금정구 죽전1길 29,부산광역시 금정구 금성동 385-2,35.2524128770,129.0542004096,051-517-6800,킴스아트필드미술관,http://www.kafmuseum.org/,없음,10:00,18:00,00:00,00:00,"월요일,명절(부득이하게 관람시각 00:00로 표기)",0,0,0,0,,203번 좌석버스 종점,051-519-4062,부산광역시 금정구청,2020-02-11,3350000,부산광역시 금정구
오륜대한국순교자박물관,사립,부산광역시 금정구 오륜대로 106-1,부산광역시 금정구 부곡동 1-4,35.2461067913,129.1015135753,051-583-2923,오륜대한국순교자박물관,http://www.oryundaemuseum.com/,없음,09:00,17:00,00:00,00:00,"토,일,공휴일(부득이하게 관람시각 00:00로 표기)",2000,1000,0,0,,구서역 2번출구,051-519-4081,부산광역시 금정구청,2020-02-11,3350000,부산광역시 금정구
석조전 대한제국역사관,국립,서울특별시 중구 세종대로 99,,37.56616914,126.9739845,02-771-9953,문화재청 궁능유적본부 덕수궁관리소,,,09:00,18:00,09:00,18:00,매주 월요일,1000,0,0,특별전시입장료-일반(1000),,,042-481-4921,석조전 대한제국역사관,2020-03-20,1371000,문화체육관광부
범어사성보박물관,사립,부산광역시 금정구 범어사로 250,부산광역시 금정구 청룡동 546,35.2830430795,129.0676212385,051-508-6139,범어사,http://www.beomeomuseum.org/,없음,09:00,17:00,00:00,00:00,"토,일,공휴일(부득이하게 관람시각 00:00로 표기)",0,0,0,0,,범어사역 7번출구,051-519-4081,부산광역시 금정구청,2020-02-11,3350000,부산광역시 금정구
부산대박물관,대학,부산광역시 금정구 부산대학로63번길 2,부산광역시 금정구 장전동 산30,35.2322431537,129.0838246824,051-510-1838,부산대학교,http://www.pnu-museum.org/,없음,09:00,17:00,00:00,00:00,"토,일,공휴일(부득이하게 관람시각 00:00로 표기)",0,0,0,0,,부산대역 3번출구,051-519-4081,부산광역시 금정구청,2020-02-11,3350000,부산광역시 금정구
LH 토지주택박물관,사립,경상남도 진주시 충의로 19,경상남도 진주시 충무공동 227-2,35.17824623,128.1461665,055-922-5432,한국토지주택공사,http://museum.lh.or.kr/,,09:00,17:00,00:00,00:00,"매주 일요일, 공휴일, 10월 1일, 5월 1일(",0,0,0,전체 무료,,,055-922-5432,한국토지주택박물관,2019-10-15,5310000,경상남도 진주시
진주 청동기문화박물관,공립,경상남도 진주시 대평면 호반로 1353,경상남도 진주시 대평리 706-1,35.22438491,127.961967,055-749-5172,경상남도 진주시청,http://bronze.jinju.go.kr/,,09:00,18:00,09:00,18:00,"매주 월요일, 매년 1월1일, 설, 추석",1000,500,500,"보호자를 동반한 6세 이하 어린이 및 65세 이상 어른, 각강의 법률에 의한 증명을 장애인,구구가유공자와 그 유가족, 독립유공자,참전유공자와 그 밖에 박물관 운영상 필요하다고 인정하는 자",남강댐 수몰지구 출토 유물들의 전시와 교육,시내버스 143번,055-749-5172,경상남도 진주시청,2019-10-15,5310000,경상남도 진주시
경상대학교 부속박물관,대학,경상남도 진주시 진주대로 501,경상남도 진주시 가좌동 900,35.15671511,128.0980021,055-772-0601,경상대학교,http://museum.gnu.ac.kr/main/,,09:00,17:00,00:00,00:00,"토요일, 일요일, 공휴일, 개교기념일(10월20), 학교에서 정하는 휴관일",0,0,0,전체 무료,,,055-772-0601,경상대학교,2019-10-15,5310000,경상남도 진주시
국립진주박물관,국립,경상남도 진주시 남강로 626-35,경상남도 진주시 남성동 169-17,35.18901308,128.076843,055-742-5951,국립중앙박물관,http://jinju.museum.go.kr,,09:00,18:00,09:00,18:00,"매주월요일, 매년1월1일",2000,1000,600,"진주시민은 무료,7세미만 어린이,65세이상 어른,장애인복지카드,국가유공자증 소지자는 무료","국립진주박물관은 1984년 11월2일 개관하였으며 우리나라 전통목조탑을 석조건물로 형상화한 것으로 건축가 故김수근 선생의 대표적 작품이다.개관당시 가야문화를 소개하고 경남 서부 지역의 고고학적 연구조사를 담당하는 기관이었으나, 1998년 1월 임진왜란 최대의 격전지인 진주성에 위치하고 있음을 강점으로 삼아 임진왜란사를 주제로 하는 역사박물관으로 전환하였다.2001년 11월19일, 경남 사천 출신의 재일교표 故 두암 김용두(1922~2003)선생의 기증문화재를 전시하기 위하여 두암관을 개관하였으며, 2008년 12월 역사문화실을 신설하여 경남 지역의 역사와 전통문화를 소개하고 있다. 이외에 기획전시실, 3D입체영상관, 감각체험실, 정보자료실, 강당과 관람객 식당 등이 운영되고 있다. 또한, 관람객의 문화욕구 충족을 위한 다채로운 교육프로그램과 문화행사를 연중 개최하며, 지역문화를 선도하는 문화중추기관으로서의 역할을 다하고 있다.","시외버스터미널에서 도보로 10분(진주성 방향 직진),고속버스터미널 건너편에서 시내버스(250, 262, 284) 18~19분 소요, 이마트 정류장에서 하차 후 도보로 약 5분",055-742-5951,국립중앙박물과,2019-10-15,5310000,경상남도 진주시
진주시립 이성자미술관,공립,경상남도 진주시 에나로 128번길 14,경상남도 진주시 충무공동 291,35.17580907,128.1427382,055-749-3661,경상남도 진주시청,http://www.jinju.go.kr/rheesjmuseum/,,09:00,18:00,09:00,18:00,매주월요일,2000,1000,500,"장애인,국가유공자등 면제",이성자화백 작품의 기증으로 개관한 미술관,"버스 : 296,300,301",055-749-3661,경상남도 진주시청,2019-10-15,5310000,경상남도 진주시
부천물박물관,공립,경기도 부천시 길주로 691(작동),,37.5200861,126.8121815,032-625-3399,부천시,,,10:00,17:00,10:00,17:00,"매주 월요일 및 1월 1일, 설날, 추석",0,0,0,무료,"부천물박물관의 탄생과 소멸, 물 이용의 역사, 물의 소중함 등을 다양한 영상과 전시물을 통해 직접 체험할 수 있으며, 우리가 마시는 수돗물에 대한 생산과정을 한눈에 볼 수 있는 아주 특별한 체험공간이다",7호선 까치울역에서 하차,032-625-3399,부천시 정수과,2019-09-10,3860000,경기도 부천시
한국만화박물관,공립,경기도 부천시 길주로 1,경기도 부천시 상동 529-2,37.5087667,126.7422647,032-310-3040,한국만화영상진흥원,http://www.komacon.kr/comicsmuseum,"전시실을 위시한 교육실, 도서관, 상영관, 수유실, 카페 등 시설운영",10:00,18:00,10:00,18:00,"매주월요일, 1월 1일, 구정당일 및 전날, 추석당일 및 전날",5000,5000,5000,"36개월미만, 65세 이상, 국가유공자, 장애인, 기초생활보호대상자 무료","한국만화자료 수집 및 보존을 통한 만화의 문화예술적 가치 증대. 만화자료 조사 연구에 기반한 상설, 기획전시개최, 교육프로그램 등 운영",지하철7호선 삼산체육관역 5번출구 도보 3분,032-310-3040,한국만화영상진흥원,2019-09-10,3860000,경기도 부천시
부천로보파크,공립,"경기도 부천시 평천로 655, 401동 1층",경기도 부천시 약대동 193,37.5169699,126.764120,070-7094-5479,부천로보파크,www.robopark.org/,수유실 등,10:00,18:00,10:00,18:00,"매주 월요일, 설날 및 추석 당일 및 전일",5000,4000,3000,부천시민20할인(신분증 지참),자라나는 어린이들에게 로봇에 대한 꿈과 희망을 심어주며 학습의 기회를 제공하는 체험 학습공간,,070-7094-5475,부천산업진흥재단,2019-09-10,3860000,경기도 부천시
자연생태박물관,공립,경기도 부천시 길주로 660,경기도 부천시 춘의동 381,37.5049070,126.816137,032-625-3503,자연생태박물관,http://ecopark.bucheon.go.kr,,09:30,18:00,00:00,00:00,"매주 월요일, 1월1일, 설날, 추석 당일, 공휴일 (11월 ~ 2월은 관람종료시각이 17시)",2000,1500,1000,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료","우리나라의 다양한 민물고기가 전시 되어 있는 하천생태관, 살아있는 곤충류ㆍ파충류ㆍ양서류를 관찰 할 수 있는 생태체험관,곤충의 화석 및 표본을 전시한 곤충신비관, 공룡 모험 및 화석이 전시되어 있는 공룡탐험관 등 총 4개 전시관으로 구성되어 있다.",7호선 까치울역 1번출구,032-352-3503,자연생태박물관(공원조성과),2019-09-10,3860000,경기도 부천시
부천옹기박물관,공립,경기도 부천시 소사로 638,경기도 부천시 여월동 318,37.5122409,126.8029889,032-684-9057,부천문화재단,www.bcmuseum.or.kr,"주차장(버스전용,장애인전용) 엘리베이터, 장애인 화장실, 장애인 진출입로, 장애인슬로프 유모차·휠체어 대여",09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",1000,600,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료",부천옹기박물관은 1886년 병인박해를 피해 이주해 온 천주교도들이 옹기를 굽던 점말 옹기가마터(부천시 오정구 여월동 318)에 위치하고 있습니다. 우리 민족의 삶과 애환이 고스란히 담겨 있는 옹기를 체계적으로 살펴보면서 옹기에 담긴 우리 조상들의 지혜와 문화적 뿌리를 찾아볼 수 있습니다.,"7호선 부천종합운동장역(2번출구)에서 출구앞 버스정류장에서 버스탑승하고 여월휴먼시아1단지 하차(버스 23, 3, 60, 75, 8, 95, 98, 98-1, 013-3)",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
부천펄벅기념관,공립,경기도 부천시 성주로 214번길 61,경기도 부천시 심곡본동 566-9,37.4754800,126.7816076,032-668-7565,부천문화재단,www.bcmuseum.or.kr,"주차장(장애인전용), 장애인 진출입로",09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",0,0,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료",부천펄벅기념관은 약40여년전 소설 ''''''''''''''''대지''''''''''''''''의 작가 펄 벅여사의 한국 혼혈아동을 향한 고귀한 희생과 사랑이 깃든 곳으로 그녀의 아름다운 정신을 기리기 위해 설립되었습니다. 펄벅여사가 집필한 각종 서적들과 한국을 방문할 때마다 사용했던 가방 등 약 250여점의 다양한 유품들을 소장하고 있습니다.,"1호선 부천역(남부출구) 하차하고 버스 탑승하여 극동아파트 하차(버스 6, 6-1, 6-2, 75, 19, 25, 015)",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
부천활박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.5026500,126.7989890,032-614-2678,부천문화재단,www.bcmuseum.or.kr,장애인 화장실,09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",1000,600,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료","부천활박물관은 국궁의 제작과 궁술 및 궁도의 맥을 잇기 위해 일생을 바친 중요무형문화재 제47호 초대 궁시장(弓矢匠) 故김장환 선생의 숭고한 뜻을 기리고, 후대에 우리의 전통문화유산을 보존 전승하고자 유품 240여점을 기증받아 설립되었습니다","7호선 부천종합운동장역(2번출구) 에서  도보로 5분, 버스는 소사역에서 60번, 95번, 부천역에서 3번, 8번, 75번, 606번, 송내역에서 23-5번, 700번",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
수원시립미술관,공립,경기도 수원시 팔달구 정조로 833,경기도 수원시 팔달구 신풍동 238-1,37.282704,127.015823,031-228-3800,수원시립미술관,http://suma.suwon.go.kr,교육실+라이브러리+카페테리아,10:00,19:00,10:00,19:00,"매주 월요일(단, 월요일이 공휴일인 경우 그 다음날 휴관)",4000,2000,1000,"만 65세 이상어르신, 장애인, 국가유공자, 국민기초생활보장법의 수급자, 병역명문가 및 인솔교사 1명 무료",전통과 현대의 문화예술 플랫폼으로 지역작가를 후원 발굴하고 국내외 새로운 미술경향을 소개합니다.,"버스 : 11, 13, 13-3, 36, 60, 660(도보8분)",031-228-3800,경기도 수원시,2019-10-04,3740000,경기도 수원시
부천수석박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.5026500,126.7989890,032-655-2900,부천문화재단,www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",1000,600,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료","부천수석박물관은 시민들에게 수석의 아름다움과 가치를 알리기 위해 정철환님이 부천시에 기증한 수석, 석보, 기념메달, 동패 등 2,215점의 수석관련 자료를 기반으로 설립되었습니다.","7호선 부천종합운동장역(2번출구) 에서  도보로 5분, 버스는 소사역에서 60번, 95번, 부천역에서 3번, 8번, 75번, 606번, 송내역에서 23-5번, 700번",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
유럽자기박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.5026500,126.7989890,032-661-0238,부천문화재단,www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",1000,600,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료","유럽자기박물관은 현 복전영자(福田英子)관장이 부천시에 기증한 유럽자기를 비롯하여 유리(크리스털)작품, 앤틱가구 등 900여점이 소장되어 있습니다.  유럽문화에 대한 이해의 폭을 넓히고 국제적인 감각과 안목을 높이는데 도움을 주기 위해 설립되었습니다.","7호선 부천종합운동장역(2번출구) 에서  도보로 5분, 버스는 소사역에서 60번, 95번, 부천역에서 3번, 8번, 75번, 606번, 송내역에서 23-5번, 700번",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
부천교육박물관,공립,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,37.5026500,126.7989890,032-661-1282,부천문화재단,www.bcmuseum.or.kr,,09:00,18:00,09:00,18:00,"1월 1일, 설날 및 추석연휴, 월요일, 법정공휴일 다음날(공휴일 다음 날이 토·일요일 경우 정상 개관, 공휴일이 월요일인 경우 월요일 정상 개관 후 화요일 휴관)",1000,600,0,"통합권 어른 3,000원, 학생(초중고) 2,000원 경로, 장애우, 국가유공자 무료","부천교육박물관은 현 민경남 관장이 기증한 교육자료 4,700여점을 기반으로 설립하였습니다. 서당교육에서부터 일제강점기 민족교육을 거쳐 7차 교육과정까지 시대별 교육자료를 통해 우리나라 교육변천사를 한눈에 볼 수 있도록 전시하고있습니다.","7호선 부천종합운동장역(2번출구) 에서  도보로 5분, 버스는 소사역에서 60번, 95번, 부천역에서 3번, 8번, 75번, 606번, 송내역에서 23-5번, 700번",032-625-3131,부천시 문화예술과 종무팀,2019-09-10,3860000,경기도 부천시
충렬공박제상기념관,공립,울산광역시 울주군 두동면 박제상로 200,,35.6547128,129.2295717,052-229-9531,울주군시설관리공단,https://www.uljusiseol.or.kr/tour_culture/culture_03.jsp,,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-229-9531,울주군시설관리공단,2019-09-18,6310000,울산광역시
