"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","약국영업면적","인허가구분명","지정일자","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"2621","온누리약국","서울특별시 마포구 성산동 51번지 18호","서울특별시 마포구 월드컵북로 126 1층 (성산동)","19960604","운영중","","","","","","121843","47.87","약국","19960604","02-322-3450","192311.68350400000  ","451643.81642000000  ","영업중"
"2622","프라자약국","서울특별시 마포구 아현동 346번지 10호","서울특별시 마포구 신촌로 238 1층 (아현동)","19961209","운영중","","","","","","121859","50.94","약국","19961209","02-365-5569","195772.06362900000  ","450825.71795200000  ","영업중"
"2623","상수약국","서울특별시 마포구 도화동 538번지","서울특별시 마포구 큰우물로 75 1층 4호 (도화동 성지빌딩)","19970204","운영중","","","","","","121743","28.35","약국","19970204","02-336-8271","195253.73748400000  ","449085.42615100000  ","영업중"
"2624","토정약국","서울특별시 마포구 토정동 138번지 삼성상가 105호","서울특별시 마포구 토정로32길 13 105호 (토정동 삼성상가)","19971010","운영중","","","","","","121060","31.1","약국","19971010","02-3272-0608","194788.05918400000  ","448956.99578400000  ","영업중"
"2625","지선약국","서울특별시 마포구 성산동 200번지 51호","서울특별시 마포구 월드컵북로 185 1층 (성산동)","19991111","운영중","","","","","","121845","36.54","약국","19991111","02-376-2534","191867.42712300000  ","452045.34895800000  ","영업중"
"2626","최국희약국","서울특별시 마포구 상수동 317번지 12호","서울특별시 마포구 독막로 63 1층 (상수동)","19991208","운영중","","","","","","121829","25.24","약국","19991208","02-324-5445","192977.51130400000  ","449833.83179700000  ","영업중"
"2627","한사랑약국","서울특별시 마포구 망원동 414번지 92호 1층","서울특별시 마포구 망원로 78 1층 (망원동)","20000428","운영중","","","","","","121822","65.55","약국","20000428","02-3141-6774","191652.84401400000  ","450870.05472000000  ","영업중"
"2628","서교연세약국","서울특별시 마포구 동교동 162번지 4호 남강빌딩 1층","서울특별시 마포구 양화로 140 1층 (동교동 남강빌딩)","20000515","운영중","","","","","","121817","43.13","약국","20000515","02-336-8126","193124.07065200000  ","450625.18147400000  ","영업중"
"2629","연세프라자약국","서울특별시 마포구 창전동 437번지 1호 삼성아파트상가 1층","서울특별시 마포구 서강로 97 1층 (창전동 삼성아파트상가)","20000812","운영중","","","","","","121882","47.82","약국","20000812","02-323-2995","194022.06857800000  ","450270.36372800000  ","영업중"
"2630","인혜약국","서울특별시 마포구 공덕동 256번지 13호 제일빌딩 310311호","서울특별시 마포구 만리재로 15 310311호 (공덕동 제일빌딩)","20000821","운영중","","","","","","121758","123","약국","20000821","02-702-2150","195825.97386800000  ","449453.52939800000  ","영업중"
"2631","파마트엘지약국","서울특별시 마포구 동교동 165번지 8호","서울특별시 마포구 양화로 156 116호 (동교동 LG팰리스빌딩)","20000901","운영중","","","","","","121754","35.75","약국","20000901","02-326-1678","193235.82517300000  ","450734.72456900000  ","영업중"
"2632","중원약국","서울특별시 마포구 성산동 200번지 1호","서울특별시 마포구 월드컵북로 190 1층 (성산동)","20001004","운영중","","","","","","121845","31.16","약국","20001004","02-374-3326","191863.10816400000  ","452095.17466400000  ","영업중"
"2633","홍익약국","","서울특별시 마포구 양화로 136 지하1층 (서교동)","20001016","운영중","","","","","","","24.92","약국","20001016","02-337-7566","193073.10239000000  ","450593.75957200000  ","영업중"
"2634","성심약국","서울특별시 마포구 대흥동 660번지","서울특별시 마포구 독막로 266 105호 (대흥동 태영아파트상가)","20001028","운영중","","","","","","121764","26.06","약국","20001028","02-707-3300","195014.60099400000  ","449581.09185000000  ","영업중"
"2635","비온뒤숲속약국","서울특별시 마포구 망원동 482번지 9호 풍성빌딩 104105호","서울특별시 마포구 월드컵로 111 104105호 (망원동 풍성빌딩)","20010502","운영중","","","","","","","52.3","약국","20010502","02-332-3250","191858.80846100000  ","450965.57619100000  ","영업중"
"2636","성모약국","서울특별시 마포구 염리동 154번지 8호","서울특별시 마포구 백범로 127 1층 (염리동)","20011102","운영중","","","","","","121873","19.95","약국","20011102","02-713-7854","195179.97541500000  ","449672.37358100000  ","영업중"
"2637","메디칼약국","서울특별시 마포구 서교동 441번지 17호","서울특별시 마포구 월드컵로14길 5 1층 (서교동)","20011204","운영중","","","","","","121896","40.5","약국","20011204","02-3141-4757","192109.71896700000  ","450723.74442500000  ","영업중"
"2638","메디칼세영약국","서울특별시 마포구 망원동 474번지 1호","서울특별시 마포구 월드컵로 159 1층 (망원동)","20020418","운영중","","","","","","121826","56.7","약국","20020418","02-337-1950","191575.05395700000  ","451366.07301800000  ","영업중"
"2639","아카데미약국","서울특별시 마포구 도화동 36번지 고려아카데미텔 II 205호 206호 일부","서울특별시 마포구 마포대로 52 205호 206호 (도화동 고려아카데미텔 II)","20020702","운영중","","","","","","121796","91.2","약국","20020702","717-2388","195374.58671600000  ","448982.44689200000  ","영업중"
"2640","세계로약국","서울특별시 마포구 상암동 115번지 11호 1층","서울특별시 마포구 월드컵북로 347 1층 (상암동)","20110705","운영중","","","","","","121831","44.52","약국","20110705","373-0343","190567.24291600000  ","452982.87934500000  ","영업중"
"2641","마포웰츠약국","서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 201호","서울특별시 마포구 백범로 202 201호 (신공덕동 마포KCC웰츠타워)","20110824","운영중","","","","","","121030","21","약국","20110824","","195799.44668900000  ","449260.78306500000  ","영업중"
"2642","DMC하늘약국","서울특별시 마포구 상암동 1653번지 DMC이안상암2단지 302호","서울특별시 마포구 월드컵북로 361 302호 (상암동 DMC이안상암2단지)","20111031","운영중","","","","","","121914","43","약국","20111031","483-1457","190407.24166800000  ","453067.88867100000  ","영업중"
"2643","상암올리브약국","서울특별시 마포구 상암동 1601번지 KGIT센터 116호","서울특별시 마포구 월드컵북로 402 116호 (상암동 KGIT센터)","20111121","운영중","","","","","","121913","24.3","약국","20111121","359-5293","190193.73832800000  ","453400.89759400000  ","영업중"
"2644","유명온누리약국","서울특별시 마포구 아현동 402번지 삼성래미안공덕2차 상가2동 102호","서울특별시 마포구 만리재옛길 101-1 2동 102호 (아현동 삼성래미안공덕2차상가)","20111219","운영중","","","","","","121861","35.7","약국","20111219","702-7840","196600.54523600000  ","450214.93015500000  ","영업중"
"2645","푸른약국","서울특별시 마포구 공덕동 105번지 98호","서울특별시 마포구 마포대로 190 1층 (공덕동)","20120102","운영중","","","","","","121801","46.69","약국","20120102","","196096.79250400000  ","450163.56722700000  ","영업중"
"2646","환도약국","서울특별시 마포구 망원동 438번지 21호 1층","서울특별시 마포구 방울내로 41 1층 (망원동)","20120227","운영중","","","","","","121824","45.87","약국","20120227","3144-7237","191182.85428400000  ","451060.00610100000  ","영업중"
"2647","예진약국","서울특별시 마포구 상암동 1601번지 KGIT센터 321호","서울특별시 마포구 월드컵북로 402 321호 (상암동 KGIT센터)","20120601","운영중","","","","","","121913","32.37","약국","20120601","6393-5507","190193.73832800000  ","453400.89759400000  ","영업중"
"2648","메디팜대신M약국","서울특별시 송파구 가락본동 48번지 1층","서울특별시 송파구 송이로 87 1층 (가락동)","19871126","운영중","","","","","","138801","23.37","약국","19871126","02-448-1121","210681.63371500000  ","444326.95177600000  ","영업중"
"2649","산돌약국","서울특별시 송파구 송파동 137번지 8호 보인빌딩","서울특별시 송파구 백제고분로46길 9 보인빌딩 (송파동)","19970314","운영중","","","","","","","25.39","약국","19970314","02-3431-9800","209932.88895400000  ","445451.61473800000  ","영업중"
"2650","아산약국","서울특별시 송파구 풍납동 259번지 8호 강진빌딩","서울특별시 송파구 토성로 26 강진빌딩 104105호 (풍납동)","19970809","운영중","","","","","","","63.24","약국","19970809","02-483-4561","210003.16956100000  ","447888.04625600000  ","영업중"
"2651","제일약국","서울특별시 마포구 망원동 338번지 1호 1층","서울특별시 마포구 포은로 68 1층 (망원동)","20110328","운영중","","","","","","121820","35.12","약국","20110328","336-2685","191722.17662400000  ","450419.15562200000  ","영업중"
"2707","유풍약국","서울특별시 구로구 고척동 76번지 151호","서울특별시 구로구 경인로47길 54 (고척동)","20040202","운영중","","","","","","","117.41","약국","20040202","02-2618-9311","188089.48215000000  ","444679.94311800000  ","영업중"
"2652","월드약국","서울특별시 마포구 상암동 1740번지 월드컵파크프라자 209호 210호","서울특별시 마포구 월드컵북로 502 209호 210호 (상암동 월드컵파크 프라자)","20110413","운영중","","","","","","","96.13","약국","20110413","303-8533","189389.48911300000  ","453949.79435000000  ","영업중"
"2653","세명약국","서울특별시 마포구 공덕동 404번지","서울특별시 마포구 마포대로 127 214호 (공덕동 풍림VIP텔)","20130401","운영중","","","","","","121718","22.3","약국","20130401","715-6290","195770.70004600000  ","449632.20549400000  ","영업중"
"2654","신촌성은약국","서울특별시 마포구 노고산동 106번지 82호 1층","서울특별시 마포구 서강로 138 1층 (노고산동)","20130401","운영중","","","","","","121807","20.64","약국","20130401","717-8384","194342.84756800000  ","450517.25831400000  ","영업중"
"2655","종오약국","서울특별시 마포구 공덕동 1번지 70호","서울특별시 마포구 만리재로 130 1층 (공덕동)","20130607","운영중","","","","","","121800","33","약국","20130607","","196644.61276800000  ","450165.01465800000  ","영업중"
"2656","하늘약국","","서울특별시 마포구 독막로 2 2층 (합정동)","20130610","운영중","","","","","","","","약국","20130610","","192368.51929700000  ","449889.88377700000  ","영업중"
"2657","더블유스토어연세약국","서울특별시 마포구  57번지 4호 카리스빌딩 1층","서울특별시 마포구 신촌로 92 1층 (노고산동 카리스빌딩)","20131001","운영중","","","","","","121807","73","약국","20131001","3241-4358","194316.71523900000  ","450630.12478600000  ","영업중"
"2658","라임약국","서울특별시 마포구 대흥동 12번지 27호 이대역푸르지오시티 상가 31호","서울특별시 마포구 신촌로 170 2층 상가 311호 (대흥동 이대역푸르지오시티)","20131018","운영중","","","","","","121808","63","약국","20131018","703-3311","195084.69133700000  ","450759.69967000000  ","영업중"
"2659","미소가득한약국","서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 115호","서울특별시 마포구 월드컵북로 396 115호 (상암동 누리꿈스퀘어)","20131021","운영중","","","","","","121795","40","한약국","20131021","2636-6667","190312.03764900000  ","453326.84950600000  ","영업중"
"2660","홍대수약국","서울특별시 마포구 서교동 365번지 5호","서울특별시 마포구 홍익로3길 11 1층 (서교동)","20131226","운영중","","","","","","121893","11.5","한약국","20131226","","193120.63786600000  ","450481.46582400000  ","영업중"
"2661","신영약국","서울특별시 마포구 공덕동 461번지 신영지웰 203-1호","서울특별시 마포구 백범로 178 A203-1호 (공덕동 마포신영지웰)","20140122","운영중","","","","","","121805","12.6","약국","20140122","794-3930","195588.07832900000  ","449375.61214800000  ","영업중"
"2662","청심약국","","서울특별시 마포구 희우정로 42-9 101호 (합정동)","20140717","운영중","","","","","","","53","약국","20140717","","191776.88104300000  ","450185.50505200000  ","영업중"
"2663","나무약국","서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 101호","서울특별시 마포구 백범로 202 101호 (신공덕동 마포KCC웰츠타워)","20140806","운영중","","","","","","121030","24.6","약국","20140806","701-7595","195799.44668900000  ","449260.78306500000  ","영업중"
"2664","희약국","","서울특별시 마포구 와우산로 93 1층 (서교동)","20140820","운영중","","","","","","","23","한약국","20140820","","193282.21263000000  ","450363.17990200000  ","영업중"
"2665","대흥온누리약국","서울특별시 마포구 대흥동 12번지 41호 이대역스타힐스 106호","서울특별시 마포구 신촌로 160 106호 (대흥동 이대역스타힐스)","20140919","운영중","","","","","","121808","27.63","약국","20140919","","194989.97354300000  ","450755.22997400000  ","영업중"
"2666","애오개약국","서울특별시 마포구 아현동 737번지 마포에스케이허브블루 103호","서울특별시 마포구 마포대로 204 103호 (아현동 마포에스케이허브)","20141013","운영중","","","","","","","60.03","약국","20141013","365-0075","196159.18046500000  ","450278.76810000000  ","영업중"
"2667","홍대365약국","서울특별시 마포구 서교동 340번지 1호 1층","서울특별시 마포구 와우산로27길 43 1층 (서교동)","20141016","운영중","","","","","","121837","38.24","한약국","20141016","","193472.97784400000  ","450577.92495400000  ","영업중"
"2668","이화키즈팜약국","","서울특별시 마포구 마포대로 195 4단지상가동 219호 (아현동 마포래미안푸르지오)","20141016","운영중","","","","","","","38","약국","20141016","","195818              ","449944              ","영업중"
"2669","자연약국","","서울특별시 마포구 마포대로 195 4단지상가동 205호 (아현동 마포래미안푸르지오)","20141016","운영중","","","","","","","37","약국","20141016","","195818              ","449944              ","영업중"
"2670","옵티마상원약국","","서울특별시 마포구 월드컵로 75 1층 (망원동)","20141110","운영중","","","","","","","113.4","약국","20141110","","192061.28333600000  ","450682.40502400000  ","영업중"
"2671","유한약국","서울특별시 마포구 중동 64번지 14호 효봉상가 1층","서울특별시 마포구 월드컵북로 236 1층 (중동 효봉상가)","20140303","운영중","","","","","","121877","51.48","약국","20140303","02-305-4490","191468.63062100000  ","452310.94957500000  ","영업중"
"2672","온누리미소약국","서울특별시 마포구 합정동 426번지 8호 JH빌딩 지하 2층","서울특별시 마포구 월드컵로 29 지하2층 (합정동 JH빌딩)","20140526","운영중","","","","","","121887","39.85","약국","20140526","323-4052","192235.41555000000  ","450280.98069300000  ","영업중"
"2673","3층온누리약국","서울특별시 마포구 중동 64번지 25호 현대상가 305호","서울특별시 마포구 월드컵북로 230 305호 (중동 현대상가)","20140609","운영중","","","","","","121877","71.25","약국","20140609","306-4744","191504.28124900000  ","452293.32251100000  ","영업중"
"2674","이화메세나약국","서울특별시 마포구 서교동 490번지 메세나폴리스몰 B105호","서울특별시 마포구 양화로 45 B105호 (서교동 메세나폴리스몰)","20140616","운영중","","","","","","121919","30.8","약국","20140616","","192416.98559300000  ","450223.54272000000  ","영업중"
"2675","신촌온누리약국","서울특별시 마포구 노고산동 107번지 61호 1층","서울특별시 마포구 백범로 24 1층 (노고산동)","20121119","운영중","","","","","","121807","27","약국","20121119","701-8277","194437.03276000000  ","450345.64269300000  ","영업중"
"2676","유진온누리약국","서울특별시 마포구 도화동 353번지 104호","서울특별시 마포구 도화4길 73 104호 (도화동 현대홈타운 상가동)","20121203","운영중","","","","","","121040","24.01","약국","20121203","702-1210","195681.12116700000  ","448802.46709200000  ","영업중"
"2677","영진약국","서울특별시 마포구 망원동 401번지 18호 1층","서울특별시 마포구 망원로8길 67 1층 (망원동)","20130227","운영중","","","","","","121820","18.75","약국","20130227","323-1114","191699.34265400000  ","450563.86959900000  ","영업중"
"2678","드림약국","서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1010호","서울특별시 마포구 월드컵북로 396 B1010호 (상암동 누리꿈스퀘어)","20141219","운영중","","","","","","121795","30","약국","20141219","2132-8114","190312.03764900000  ","453326.84950600000  ","영업중"
"2679","아이비약국","서울특별시 마포구 공덕동 456번지 르네상스타워 지하 1층 12호","서울특별시 마포구 만리재로 14 지하 1층 12호 (공덕동 르네상스타워)","20150112","운영중","","","","","","121706","16.56","약국","20150112","704-3350","195831.88383400000  ","449387.91893000000  ","영업중"
"2680","르호봇약국","서울특별시 마포구 노고산동 57번지 39호 병우빌딩 4층","서울특별시 마포구 서강로 133 4층 (노고산동 병우빌딩)","20150303","운영중","","","","","","121807","19.9","약국","20150303","3141-7891","194280.07628800000  ","450545.07448100000  ","영업중"
"2681","마래푸약국","서울특별시 마포구 아현동 326번지 18호 1층","서울특별시 마포구 신촌로34길 37 1층 (아현동)","20150313","운영중","","","","","","121859","35.28","약국","20150313","","196027.77344800000  ","450680.50232800000  ","영업중"
"2682","W스토아청와약국","서울특별시 구로구 가리봉동 89번지 163호","서울특별시 구로구 디지털로27길 109 (가리봉동)","19760722","운영중","","","","","","","164.49","약국","19760722","02-855 -1482","190095.19136100000  ","442797.03099200000  ","영업중"
"2683","자명약국","서울특별시 구로구 가리봉동 127번지 10호","서울특별시 구로구 디지털로 217 (가리봉동)","19770510","운영중","","","","","","","0","약국","19770510","02-867 -6968","190279.31060600000  ","442268.27660200000  ","영업중"
"2684","제생약국","서울특별시 구로구 개봉동 370번지 2호","서울특별시 구로구 개봉로3가길 57 (개봉동 제생약국)","19780805","운영중","","","","","","","15.26","약국","19780805","02-2617-4570","187040.79994000000  ","442702.30250000000  ","영업중"
"2685","원일약국","서울특별시 구로구 고척동 197번지 1호","서울특별시 구로구 중앙로15길 29 (고척동)","19790404","운영중","","","","","","","27.81","약국","19790404","02-2612-3765","187459.48895400000  ","445218.05178800000  ","영업중"
"2686","개미프라자약국","서울특별시 구로구 구로동 412번지 6호","서울특별시 구로구 구로동로35길 46 (구로동)","19800118","운영중","","","","","","","0","약국","19800118","02-854 -6128","189567.31072300000  ","443659.02413200000  ","영업중"
"2687","정제약국","서울특별시 구로구 개봉동 302번지 16호","서울특별시 구로구 개봉로17길 10 (개봉동)","19810530","운영중","","","","","","","23.31","약국","19810530","02-2612-9308","187203.03773200000  ","443598.53363800000  ","영업중"
"2688","오류중앙약국","서울특별시 구로구 오류동 40번지 4호","서울특별시 구로구 경인로 195 (오류동)","20061107","운영중","","","","","","","39.48","약국","20061107","02-2625-3338","186102.42157800000  ","444052.77924900000  ","영업중"
"2689","구로종로약국","서울특별시 구로구 오류동 41번지 1호","서울특별시 구로구 경인로 193 (오류동)","20061110","운영중","","","","","","","56.09","약국","20061110","02-2688-0155","186079.70153900000  ","444045.22568800000  ","영업중"
"2690","연세열린약국","서울특별시 구로구 개봉동 403번지 88호","서울특별시 구로구 개봉로 23 (개봉동 고려크리닉센터)","20061113","운영중","","","","","","","65.72","약국","20061113","02-2683-9003","187268.57999100000  ","443155.93091500000  ","영업중"
"2691","구로사랑약국","서울특별시 구로구 고척동 76번지 23호","서울특별시 구로구 중앙로 19 1층 (고척동)","20061116","운영중","","","","","","","39.75","약국","20061116","02-2066-6361","187928.32275300000  ","444484.84367100000  ","영업중"
"2692","하나온누리약국","서울특별시 구로구 오류동 152번지 12호","서울특별시 구로구 오류로8길 20 (오류동)","20061201","운영중","","","","","","","23.27","약국","20061201","02-2611-3556","186019.51859400000  ","443531.93151100000  ","영업중"
"2693","타워약국","서울특별시 구로구 구로동 212번지 8호","서울특별시 구로구 디지털로 288 1층 104호 (구로동 대륭포스트타워1차)","20070510","운영중","","","","","","","35.88","약국","20070510","02-868 -3878","190757.78735800000  ","442685.68431400000  ","영업중"
"2694","하나약국","서울특별시 구로구 구로동 461번지 5호","서울특별시 구로구 구로동로 179 (구로동)","20070716","운영중","","","","","","","30.72","약국","20070716","02-851 -9945","189612.98370000000  ","443894.94631500000  ","영업중"
"2695","돌봄약국","서울특별시 구로구 온수동 47번지 1호","서울특별시 구로구 경인로 31-28 (온수동)","20071102","운영중","","","","","","","34.2","약국","20071102","02-6084-9446","184523.79982000000  ","443567.37417600000  ","영업중"
"2696","미래약국","서울특별시 구로구 구로동 704번지 7호","서울특별시 구로구 구로동로 145-6 B동 12층 (구로동)","20080104","운영중","","","","","","","102.01","약국","20080104","02-852 -0270","189692.37305400000  ","443571.73504600000  ","영업중"
"2697","바른약국","서울특별시 구로구 구로동 612번지 13호 외2필지 101호","서울특별시 구로구 구로중앙로 212 (구로동 영삼빌딩)","20011214","운영중","","","","","","","32.98","약국","20011214","02-2635-9483","189198.36698000000  ","445062.08267000000  ","영업중"
"2698","열린약국","서울특별시 구로구 고척동 253번지 194호 195","서울특별시 구로구 고척로 142-1 (고척동)","20020130","운영중","","","","","","","97.36","약국","20020130","02-2625-6040","186722.28161200000  ","444808.49590400000  ","영업중"
"2699","좋은약국","서울특별시 구로구 개봉동 173번지 1호","서울특별시 구로구 경인로40길 34 (개봉동)","20020201","운영중","","","","","","","28","약국","20020201","02-2615-6999","187513.91588700000  ","444002.98459300000  ","영업중"
"2700","은성약국","서울특별시 구로구 신도림동 309번지 6호 성광메디칼빌딩 110호","서울특별시 구로구 신도림로19길 7 (신도림동 성광빌딩)","20020919","운영중","","","","","","","58.98","약국","20020919","02-2636-9150","189785.75608500000  ","445753.77627600000  ","영업중"
"2701","환도약국","서울특별시 구로구 구로동 685번지 70호 현대연예인@상가 101호","서울특별시 구로구 구일로4길 46 1층 (구로동 현대연예인아파트)","20030228","운영중","","","","","","","18.97","약국","20030228","02-866 -8569","189199.64054900000  ","443764.29152900000  ","영업중"
"2702","은하약국","서울특별시 구로구 개봉동 403번지 101호","서울특별시 구로구 개봉로 46 (개봉동)","20030310","운영중","","","","","","","36.5","약국","20030310","02-2612-5579","187307.46551100000  ","443386.23970700000  ","영업중"
"2703","백두약국","서울특별시 구로구 오류동 155번지 8호","서울특별시 구로구 오류로8길 26 (오류동)","20030314","운영중","","","","","","","63.54","약국","20030314","02-2689-6576","186043.46955500000  ","443548.25020600000  ","영업중"
"2704","온누리자혜약국","서울특별시 구로구 개봉동 403번지 204호","서울특별시 구로구 개봉로 66 (개봉동)","20030708","운영중","","","","","","","17.61","약국","20030708","02-2687-2770","187286.26448900000  ","443576.25816200000  ","영업중"
"2705","메디칼바른약국","서울특별시 구로구 구로동 553번지 7호 대영빌딩 1층","서울특별시 구로구 공원로7길 40 1층 (구로동 대영빌딩)","20030711","운영중","","","","","","","48.14","약국","20030711","02-866 -1914","189999.38568800000  ","444675.74816900000  ","영업중"
"2706","한사랑약국","서울특별시 구로구 신도림동 400번지 1호 금강리빙스텔 123호","서울특별시 구로구 신도림로 7 123호 (신도림동)","20040119","운영중","","","","","","","34.7","약국","20040119","02-2675-1081","189139.15216700000  ","445195.25362000000  ","영업중"
"2708","스타약국","서울특별시 구로구 구로동 603번지 9호 스타팰리스빌딩 105호","서울특별시 구로구 경인로 572 (구로동 스타팰리스)","20040211","운영중","","","","","","","38.51","약국","20040211","02-2678-2484","189485.26936600000  ","444877.71735500000  ","영업중"
"2709","성심약국","서울특별시 구로구 오류동 37번지 12호","서울특별시 구로구 경인로 205 (오류동)","20040326","운영중","","","","","","","29.19","약국","20040326","02-2687-1489","186178.26588400000  ","444095.32388200000  ","영업중"
"2710","온수약국","서울특별시 구로구 온수동 23번지 10호","서울특별시 구로구 부일로1길 22 (온수동)","19810911","운영중","","","","","","","44.06","약국","19810911","02-2683-0262","184153.18017500000  ","443653.35837400000  ","영업중"
"2711","성인약국","서울특별시 구로구 개봉동 403번지 95호","서울특별시 구로구 개봉로 9 (개봉동)","19811016","운영중","","","","","","","91.5","약국","19811016","02-2682-2643","187279.89224800000  ","443019.87322000000  ","영업중"
"2712","용해약국","서울특별시 구로구 구로동 748번지 1호","서울특별시 구로구 도림로 29 (구로동)","19820925","운영중","","","","","","","56.55","약국","19820925","02-863 -4867","190079.83012800000  ","443076.64986800000  ","영업중"
"2713","동해물약국","서울특별시 구로구 구로동 730번지 60호","서울특별시 구로구 구로동로 138 (구로동)","19830916","운영중","","","","","","","123.6","약국","19830916","02-863 -5333","189767.52366600000  ","443493.19710500000  ","영업중"
"2714","장수약국","서울특별시 구로구 고척동 46번지 25호","서울특별시 구로구 경인로47길 94 (고척동)","19831206","운영중","","","","","","","28.26","약국","19831206","02-2683-2865","187989.73501100000  ","444830.34385200000  ","영업중"
"2715","칠성약국","서울특별시 구로구 궁동 189번지 25호","서울특별시 구로구 부일로15길 4 (궁동)","19670508","운영중","","","","","","","25.43","약국","19670508","02-2618-6465","185357.88828800000  ","443797.39304700000  ","영업중"
"2716","신효약국","서울특별시 구로구 구로동 808번지 10호","서울특별시 구로구 구로동로9길 9 (구로동)","19720425","운영중","","","","","","","0","약국","19720425","02-855 -5796","189817.38446800000  ","442970.53150900000  ","영업중"
"2717","구림약국","서울특별시 구로구 가리봉동 127번지 11호","서울특별시 구로구 남부순환로105길 52 (가리봉동)","19741202","운영중","","","","","","","80.57","약국","19741202","02-856 -0619","190257.68320300000  ","442253.49328900000  ","영업중"
"2718","동성약국","서울특별시 구로구 가리봉동 123번지 49호","서울특별시 구로구 우마2길 24 (가리봉동)","19750120","운영중","","","","","","","16.5","약국","19750120","02-854 -3357","190202.87543200000  ","442516.41325600000  ","영업중"
"2719","인제약국","서울특별시 관악구 신림동 808번지 495호 인제약국","서울특별시 관악구 원신2길 17 인제약국 (신림동)","19680809","운영중","","","","","","","0","약국","19680809","02-877-8597","194049.12612400000  ","441301.00843700000  ","영업중"
"2720","계명약국","서울특별시 관악구 청림동 10-36","서울특별시 관악구 청림3길 15 (봉천동)","19690203","운영중","","","","","","151053","17.52","약국","19690203","02-877-0445","196362.98668900000  ","443285.78055800000  ","영업중"
"2721","제정약국","서울특별시 관악구 신림동 1430번지 4호 1층","서울특별시 관악구 신림로 383 1층 (신림동)","19690707","운영중","","","","","","151891","41.62","약국","19690707","02-878-4360","193649.43720800000  ","443205.11212600000  ","영업중"
"2722","대성약국","서울특별시 관악구 청림동 13-9","서울특별시 관악구 청림길 8 (봉천동)","19720725","운영중","","","","","","151053","0","약국","19720725","02-877-3024","196367.91316900000  ","443197.96267600000  ","영업중"
"2723","새시민약국","서울특별시 관악구 신림동 617번지 1호","서울특별시 관악구 난우길 4 (신림동)","19721016","운영중","","","","","","151880","27.75","약국","19721016","02-856-4272","192835.87949000000  ","441556.32200600000  ","영업중"
"2724","대학당약국","서울특별시 관악구 신림동 808번지 494호","서울특별시 관악구 원신길 2-1 (신림동)","19740404","운영중","","","","","","151881","0","약국","19740404","02-878-7497","194079.33247600000  ","441399.93689100000  ","영업중"
"2725","광일약국","서울특별시 관악구 중앙동 888-30","서울특별시 관악구 양녕로 38 (봉천동)","19770506","운영중","","","","","","151060","16.7","약국","19770506","02-878-9588","195312.34346500000  ","442875.07497300000  ","영업중"
"2726","한국생약국","서울특별시 관악구 청룡동 1563-31","서울특별시 관악구 쑥고개로 71 (봉천동)","19770728","운영중","","","","","","151058","30","약국","19770728","02-878-2743","195079.61382200000  ","442244.10274100000  ","영업중"
"2727","삼성약국","서울특별시 관악구 신원동1603-2","서울특별시 관악구 신원로 21 (신림동)","19771010","운영중","","","","","","151011","23.96","약국","19771010","02-855-4158","193631.22119600000  ","442427.02023800000  ","영업중"
"2728","관악온누리약국","서울특별시 관악구 봉천동 852번지 2호 1층","서울특별시 관악구 봉천로 488 1층 (봉천동)","20140102","운영중","","","","","","151056","39.3","약국","20140102","","195923.16582800000  ","442449.32458400000  ","영업중"
"2729","세영약국","서울특별시 관악구 신림동 527번지 3호","서울특별시 관악구 남부순환로 1479 (신림동)","20140102","운영중","","","","","","151875","18.72","약국","20140102","856-2609","192476.83934700000  ","442529.72106000000  ","영업중"
"2730","난곡프라자약국","서울특별시 관악구 신림동 726번지 1호","서울특별시 관악구 난곡로 219 (신림동)","20140113","운영중","","","","","","151887","41.58","약국","20140113","852-8241","192687.63653000000  ","441609.48405800000  ","영업중"
"2731","청춘약국","서울특별시 관악구 신림동 1411번지 28호","서울특별시 관악구 남부순환로 1644 (신림동)","20140121","운영중","","","","","","151852","46.08","약국","20140121","070-7715-2828","194101.24030000000  ","442771.29681000000  ","영업중"
"2732","정다운온누리약국","서울특별시 관악구 신림동 110번지 10호 외 1필지","서울특별시 관악구 신림로 144 (신림동)","20140127","운영중","","","","","","151927","36.18","약국","20140127","6160-7828","194174.76947300000  ","441422.88461600000  ","영업중"
"2733","관악그랜드약국","서울특별시 관악구 신림동 1513번지 1호","서울특별시 관악구 신림로 141 (신림동)","20140203","운영중","","","","","","151862","167.09","약국","20140203","876-1068","194112.33118300000  ","441353.25123200000  ","영업중"
"2734","인헌온누리약국","서울특별시 관악구 봉천동 1642번지 16호","서울특별시 관악구 인헌길 35 (봉천동)","20140213","운영중","","","","","","151814","29.88","약국","20140213","","197075.41175400000  ","441606.49184200000  ","영업중"
"2735","세이브 약국","서울특별시 관악구 신림동 607번지 73호 세이브마트 1층","서울특별시 관악구 난곡로 220 1층 (신림동 세이브마트)","20140423","운영중","","","","","","151750","18.62","약국","20140423","853-6965","192751.81941800000  ","441653.28980400000  ","영업중"
